text,actual_sentiment,predicted_sentiment,confidence,correct_prediction,prob_negative,prob_neutral,prob_positive,mixed_detected,middle_subtype
i was always a frequent patron of starbucks especially this location because it s so conveniently located to my house i just can t fathom paying starbucks prices anymore when there s so many other delicious local coffee spots in this area the inconsistency of their beverages and breakfast sandwiches is unbelievable no matter what kind of hot coffee you get it almost always taste burn all iced drinks come with entirely too much ice even if you ask for light ice and i ve bit into way too many cold centered breakfast sandwiches maybe they have gotten so mainstream and overly popular that they just don t put any care into what they are giving their customers anymore i d much rather go a few minutes out of my way to coffee places like bandit or black crow for a quality cup of coffee,negative,negative,0.6022376791096395,True,0.6022376791096395,0.2533146468383381,0.1444476740520224,False,
parking is impossible not sure why i even pull into the lot when its backed up on the main road which is a little dangerous,negative,negative,0.3431779770724501,True,0.3431779770724501,0.336926447845474,0.3198955750820759,False,
great service full cup coffee justin and fabl are working amazing good location and good coffee,positive,positive,0.91161222806777,True,0.0240027785527137,0.0643849933795161,0.91161222806777,False,
good furniture i like this location because they feature the most comfy chairs and couches of any starbucks in south tampa that makes hanging out here a pleasure the menu is the same as anywhere else and the staff turns over so what else can you say if you want to linger then this one is your starbucks location to choose it s also next to a panera bread if you want a pastry or sandwich and don t like any of the starbucks offerings,positive,positive,0.7108823330866403,True,0.0728373440456861,0.2162803228676736,0.7108823330866403,False,
extremely sweet baristas this starbucks is always so friendly and clean drinks are great too,positive,positive,0.9614364599016753,True,0.0125794798124164,0.0259840602859083,0.9614364599016753,False,
out of green tea in the middle of the day when it s and sunny you re better than that starbucks on the plus side after waiting minutes the barista who brought it out was super friendly,neutral,positive,0.8028093862811003,False,0.0968354461862677,0.1003551675326318,0.8028093862811003,False,neutral_candidate
i ve been here several times and the service does not get any better today server sailor advice me not to get a specific drink because she didn t know how to make it so i had to change my order thanks to her overall she still messed up my order,negative,negative,0.6089538354957609,True,0.6089538354957609,0.173819282743645,0.2172268817605941,False,
oh starbucks how do i love you let me count the ways you have helped me numerous times during long shifts at work and more recently during the post thanksgiving sales in which i had to show up at the mall at am for work and for that i thank you i can not wait until we meet again for yet another hour shift yay for seasonal flavors,positive,positive,0.8622872642745099,True,0.0821985483030026,0.0555141874224874,0.8622872642745099,False,
these guys made my day they were all smiles and positivity i made the mistake of sending my preorder to another location and they made it for me at glenn and campbell super fast on the spot they always make me feel welcome here it also felt very clean and safe plus they gave me a free holiday cup it doesn t get any better than that,positive,positive,0.9316041311738646,True,0.0350081431098136,0.0333877257163216,0.9316041311738646,False,
i came for the wi fi as pjs coffee has lacking wifi power just a few shops down the road there was ample seating and my regular coffee was promptly handed to me creamer bar was well stocked clean floor and loud music like all the other homogonize starbucks you have ever been too,neutral,positive,0.4586269696166318,False,0.382673680256128,0.1586993501272402,0.4586269696166318,False,neutral_candidate
i never met a starbuck s that i didn t like until this one they were shorted staffed the morning that we visiting apparently an employee had wandered off leaving the other to fend for herself service was decent considering our beverages were good but seriously i was almost no longer in the mood that s how long it took to get them,negative,negative,0.3927148604395361,True,0.3927148604395361,0.2952659534909883,0.3120191860694756,False,
worst baristas in town not only did they not follow the simple instructions for a latte on the side of the cup but they short changed me by a half a cup,negative,negative,0.8935585576573484,True,0.8935585576573484,0.0791080842428554,0.0273333580997961,False,
the lady works in the counter for making drinks in the morning on sunday seems to be very mean or racist i said to the male employee that i wanted the drink to have no ice and he wrote it on the cup it was understandable that she mistook it for having ice but after i asked her to take the ice out she didn t even say a word with the mean face and took the ice out silently i said thank you to her and she still didn t want to say a word to me with the mean face but she said have a great day with a large smiley face to the white customers before and after me i m wondering if this is the overall starbuck employees attitudes to people with different color,negative,negative,0.8109930860147558,True,0.8109930860147558,0.1148692955129317,0.0741376184723124,False,
busy and central location makes this a coffee stop and social event this location is open longer than the close by peets or the other starbucks in the la cumbre mall across the street the staff always keeps a good pace and sets a high standard for the slower starbucks,neutral,positive,0.5476252267159509,False,0.1215840823524448,0.3307906909316041,0.5476252267159509,False,neutral_candidate
eew l just paid for a triple macchiato that tastes like nothing but milk no espresso in sight despite paying for extra espresso a mocha frappuccino that is basically ice and chocolate syrup you can even see the ice visibly separated from the syrup not in the least appetizing and a mocha that tastes like chocolate water first and last visit,negative,negative,0.7010168726723023,True,0.7010168726723023,0.1075197835661823,0.1914633437615152,False,
normally starbucks is great consistent from location to location right well sadly not the case this location seems to struggle with the basics order a standard drink straight from the menu with no modifiers you should be ok i say should because some times they end up on the mobile stand when ordered via drive thru now if you order any drink with modification might as well skip this location something will be off wrong milk type or leave out the espresso not exaggerating calling won t change much as i ve done that head over to th street if you d like to get what you ordered if you want to roll the dice come here,negative,neutral,0.4580033517664498,False,0.3939208176849325,0.4580033517664498,0.1480758305486177,False,
zero sense of urgency in a place where you need it the most at an airport gate focus should be on expediting orders as quickly as possible line of about took me about minutes to arrive at the cashier then another minutes waiting for my food totally unacceptable and happens way too often at starbucks if the coffee wasn t so good i would never come here you re hanging on by a thread starbucks improve your ordering system and now,negative,negative,0.810803296585824,True,0.810803296585824,0.1641996730070256,0.0249970304071502,False,
had a very nice experience here this morning we were pleasantly surprised they were open at am great coffee nice breakfast sandwich of egg white and turkey bacon on an english muffin very sweet young lady answered my menu questions and was quite charming you will find them by gate e,positive,positive,0.8290122950171936,True,0.1102055834865119,0.0607821214962943,0.8290122950171936,False,
walked in this past week to the new starbucks out of morbid curiosity i was not acknowledged at all while the store was basically empty minus one guy on his laptop i waited a minute and a half to get service at the counter where i was rudely served my regular drip coffee was horrid and the service was even worse no actually check that the worst part about this whole thing is that there is another coffee shop in the same building the guy over there was super nice helpful and his coffee was outstanding apparently he has been in the building for years when tarbuck moved in what a bunch of greedy people not only am i never coming here again for my daily coffee i ll just walk an extra steps to get much better coffee and much better service p s if you don t like the other little guy in the building there are literally other places within a foot radius this was a poor job in picking out locations shame ding ding,negative,negative,0.7527704872049941,True,0.7527704872049941,0.0892405513144783,0.1579889614805275,False,
this starbucks location is so busy especially in the mornings as it is the only north valleys location it is conveniently located right next to a freeway exit and has a drive thru going through the drive thru is definitely quicker than going inside i usually mobile order ahead though and this nearly always works for me but when the sticker machine was broken or my drink was wrong the employees at this location always made things right,positive,positive,0.5166185478802333,True,0.2758389039354779,0.2075425481842888,0.5166185478802333,False,
the location of this starbucks is not the greatest you d think with it being right off i it would be but it s very difficult to get out especially if you have to make a right hand turn onto ina the staff is very friendly though and that makes up for the traffic problems,positive,positive,0.7342508318220019,True,0.0855404473423383,0.1802087208356597,0.7342508318220019,False,
this location has the same menu as most this is a very small store they had plenty of employees and they were fine as far as doing their jobs however i never saw a smile the reason i am giving them stars is the floor was dirty the line floor where they were working was filthy and the cream sugar area was dirty with overflowing trash must be in need of a new manager if it were my store some heads would roll it s christmas time would a smile be too much to ask for,negative,negative,0.7721897863625179,True,0.7721897863625179,0.1071448032666345,0.1206654103708474,False,
just moved to roxborough and i walked there after going to the bank very friendly staff they complimented my accent and gave me great service i shall return,positive,positive,0.8884814025719999,True,0.0541376637860158,0.0573809336419842,0.8884814025719999,False,
if you ve been to one starbucks you ve been to them all when it comes to the food drinks prices and the overall appearance we stopped by at around pm to do some studying work and just bought a cookie it was perfectly toasted and delicious what i love about this starbucks is there is plenty of seating there s large shared tables bars small tables etc there are also outlets everywhere like some of the starbucks in my area the staff try to make the atmosphere more welcoming this starbucks also has a riddle of the day where you can ask the barista for the answer and a bookshelf in the back to leave take a book as well as some games the parking lot is not proportional to the number of seats in the starbucks but luckily it was not busy so we were able to get a spot they also have reserved parking spaces for those just stopping in for mobile orders or anyone who was only parking for minutes for any night owls that prefer to grind do work later in the day i would recommend this location,positive,positive,0.887141099407341,True,0.0243415398685804,0.0885173607240786,0.887141099407341,False,
the customer service is at it s finest at this starbucks the manager paul is one of the kindest people that i have met in philadelphia his service goes above and beyond you definitely leave with a smile,positive,positive,0.6182522410954834,True,0.3373738426657468,0.0443739162387698,0.6182522410954834,False,
drive thru is super convenient but can be slow especially during the weekday mornings seems understaffed at times but so far havent had an issue with an order,neutral,positive,0.4176056325748007,False,0.3419181008791732,0.240476266546026,0.4176056325748007,True,mixed_candidate
this is the location in canal place line moved quickly and i ordered the peppermint hot cocoa the cashier rang me up then a barista said we only have skinny mocha for hot chocolate i m not a regular visitor but how do you not have enough syrup to make the hot cocoa especially on a cold day,negative,positive,0.5885053345954905,False,0.2762451293208132,0.1352495360836963,0.5885053345954905,False,
the staff in this location are great always friendly welcoming it is a very small location and sometimes very cramped so unless it s not a grande pike i am ordering i pre order through the app i love this in the summer they have a patio that is nice to sit in no way would i chill inside and have a coffee way to cramped,positive,positive,0.8485780426156548,True,0.02277812300137,0.1286438343829751,0.8485780426156548,False,
this morning i went into starbucks excited because i have an interview and what better way to start my day than with starbucks i was terribly mistaken i ordered a vanilla iced chai latte with almond milk the milk was extra moldy so i nicely went over and said miss i think your almond milk is bad she says have you ever had it with almond milk before and it says it doesn t expire until in my head i m thinking miss why does the expiration date matter when you can clearly see lumpy milk in my drink she then proceeds to have this girl with crochet braids in her hair her braids have nothing to do with this but if a manager happens to see this then you know who i have been dealing with all morning make me a new drink and pretty much she just gave me a cup of milk i really could scream because this is not the way i wanted to start my day especially with an interview this morning i almost never right a review but i had to get this off my chest especially when i spent in there this morning btw the girl i spoke of earlier also rolled her eyes at another customer service was just terrible from this location this morning,negative,negative,0.8273689302664506,True,0.8273689302664506,0.104549466257419,0.0680816034761302,False,
awful service ordered ahead on my phone and still had to wait minutes for my drink that turned out wrong when i told the barista it wasn t supposed to be iced he said oh next time it will be in the house right,negative,negative,0.92137919235892,True,0.92137919235892,0.0562849748448189,0.0223358327962609,False,
this is probably the worst starbucks i ve ever been to but that isn t the fault of the workers there i feel quite bad for them it s always so incredibly busy and they are always short staffed i don t know if this location is just trying to save some payroll or what but management needs to reevaluate their staffing needs kudos to the staff for dealing with it,negative,negative,0.9345182074161096,True,0.9345182074161096,0.042815751252416,0.0226660413314741,False,
they forgot my drink and she rudely said i would have gotten that walked off asked again and then they finally made it,negative,negative,0.9409762426400982,True,0.9409762426400982,0.0312092226720603,0.0278145346878414,False,
was really excited when this starbucks opened because it was so much more convenient than the glasgow location was hoping as time went on they would work out the kinks and get in a groove couldn t have been more wrong i almost always have to repeat my drink order times because the person taking my order is also making drinks they are constantly running out of something brews cups etc today my egg bites came in an oatmeal cup i thought it was oatmeal so i circle back and go in only to be told we were out of the egg bite trays we should have told you they never have enough staff and the drive thru takes forever find another starbucks on your route and skip this one,negative,negative,0.8481035417706639,True,0.8481035417706639,0.0772526578397553,0.0746438003895806,False,
starbucks always has good customer service the best variety menu comfortable and never disappoints,positive,positive,0.8638220224621583,True,0.0649552494097261,0.0712227281281156,0.8638220224621583,False,
i smellllll cough feeeee say it with an new york accent it s fun,positive,positive,0.7168311586452635,True,0.2032823040434138,0.0798865373113227,0.7168311586452635,False,
while they focus on getting the cars through the drive through in a timely manner they lose focus on what a five dollar cup of coffee should be i gave them two tries and i got quite possibly the two worst cups of coffee i ve ever had a call to the store with my frustration was met by a very young and sharpie voice telling me to come back and let them remake my cup of coffee doesn t that defeat the purpose the bottom line isif you re looking for a good cup of starbucks coffee and have a few extra moments make the drive to winthrop,negative,negative,0.8227538400460137,True,0.8227538400460137,0.0883251248191795,0.0889210351348068,False,
i love that this starbucks is soo close to work i get a grande hot chocolate and everything bagel with cream cheese almost every morning i know super unhealthy right anyway the point is this place gives me my breakfast and i like the baristas here they are super friendly and nice,positive,positive,0.9404412805794512,True,0.0257424117519234,0.0338163076686256,0.9404412805794512,False,
very busy good food and coffee as usual if you don t mind fighting your way through the drunk homeless sitting out front begging for your change then it might be worth it,negative,negative,0.5611151731119944,True,0.5611151731119944,0.1375167659431875,0.3013680609448181,False,
the slowest drive thru ever minutes in line not acceptable maybe more staff need to speed it up,negative,negative,0.8542790945393322,True,0.8542790945393322,0.1258765500879848,0.0198443553726829,False,
hands down the best customer service in the industry right here my wife and i have been coming to this location for years and always have an incredible experience with the employees when we come in huge shout out to parker for always being friendly and always making the best drinks this will always be our coffee spot,positive,positive,0.9331287915490546,True,0.052733999227586,0.0141372092233594,0.9331287915490546,False,
every time i have been in this starbucks there s no more than a few people in front of me and at least one table free i m sure it s a busy location but i ve been fortunate it hasn t been crazy busy there can be a few others by the milk area but it clears up quickly i usually get the refresh tea for and like the mint taste the staff are friendly and efficient the last time i came most people were seating on the patio so there was available indoor seating the locations makes this one of my favourite starbucks it s close to fun shops to check out and great to stop in for a mid shopping drink there are benches outside if it s too busy inside parking lot can get busy but there s residential streets that you can likely find a spot and enjoy a little walk,positive,positive,0.9491346446669288,True,0.0024391387046071,0.0484262166284639,0.9491346446669288,False,
i m a pharma rep and am always ordering a lot of drinks when i go in today this location was especially busy but the baristas were still so kind and helpful despite the fact that i had to place a drink order they worked quickly to get me all my drinks and make sure everything was right i appreciated their pleasant demeanor and helpfulness,positive,positive,0.9455332779273224,True,0.0138032174367057,0.0406635046359718,0.9455332779273224,False,
i mean in terms of starbucky ness it s fine and since they take so long to make a latte you can place your order head over to the pharmacy to grab a few things you ve been neglecting or forgetting to get the last times you ve been to fry s pay then head back just in time to grab your drink and go maybe that s just me,positive,negative,0.5373923588811148,False,0.5373923588811148,0.3211329868609044,0.1414746542579808,False,
i met a friend here once a week and the service is always quick but not very personal there are so many people here is hard to find a place to sit not a good place to work but a great location and fast service,positive,positive,0.944514183494194,True,0.0093239118963772,0.0461619046094289,0.944514183494194,False,
i wish they had more seating this place has a great warm cozy vibe i m pretty certain if they had comfy seats it would be hard to get people me to leave i m guessing it caters to the millions of people who work here in the comcast building which totally makes sense vs the occasional passerby who wants to sit relax for a while otherwise it s a starbucks just like any of their other places as far as drinks food goes,positive,positive,0.8349295725357392,True,0.0547928629712182,0.1102775644930424,0.8349295725357392,False,
this starbucks is in a great location but don t be surprised when you go here and wait upwards of minutes in a short drive thru line the wait times are always awful,negative,negative,0.7291499639896788,True,0.7291499639896788,0.156405201839881,0.11444483417044,False,
this is the single handed slowest starbucks location i ve ever been to i ve come here multiple times and always wait min plus i ve tried different times of day the drive through going inside etc i hate to leave a negative review because i am not that kind of person i am very patient but from a business standing point of view something absolutely needs to change here i pulled up to the drive through at and then got half way by i was just about to round the corner into the part of the drive through that i would not be able to leave from after min of sitting i looked at the clock and realized the cars in front of me would take at least another so i left without anything this area is busy yes but i have years of bartending and barista experience and this entire staff moves very slow they are in need of some all star baristas added to their team for a reformation of speed and multi tasking sorry for the negative review but something needs to change at this place as it is beyond making excuses for at this point,negative,negative,0.9289162681482606,True,0.9289162681482606,0.0316395371100008,0.0394441947417385,False,
don t order a cappuccino they don t know how to make foam i specifically requested an extra dry cap and got extra bubbly milk that resembled a milkshake customer service was good just need more training on how to make proper foam it s not that hard don t think i ll be coming back since it was for a drink that wasn t authentic that s conglomerates for you,negative,negative,0.772603800148756,True,0.772603800148756,0.1534028309777308,0.0739933688735133,False,
they just opened last year and every time we pass by they are alway super super busy the line is always at least people but they actually move pretty fast because they have enough people working so that s good if you like starbucks then make sure stopping by when you are shopping,positive,positive,0.8738633127245824,True,0.0465370301153849,0.0795996571600326,0.8738633127245824,False,
i really dont see the thrill of coming to starbucks and their customers are the worst uppity rude and impatient to say the least some of the worst drivers and parkers good news is they come here so i choose to go somewhere else i refuse to follow the cult,negative,negative,0.9547742634985504,True,0.9547742634985504,0.024225844334466,0.0209998921669835,False,
although it has starbucks in the marquis the experience ends there the two stars as follows clean it s a starbucks there is another option on the delta side smaller but better this one has a sitting area and tables the delta side does not,negative,positive,0.5669242446197514,False,0.2808927254418878,0.1521830299383606,0.5669242446197514,False,
not up to the high standards of service that most starbucks are know for i ordered a triple grande caramel mach and when i got it it felt like only two thirds full i was in a hurry so i didn t complain as i should have as i was leaving i stopped to go to the restroom and a pregnant young woman coming out warned me there was no toilet paper i went into the other restroom and it was also out of paper and dirty very disconcerting,neutral,negative,0.807367851522654,False,0.807367851522654,0.1225793076160725,0.0700528408612733,False,neutral_candidate
if you re looking to get work done do not come to this starbucks for a solid half hour they were playing extremely loud rock music complete with a lot of yelling that was blaring throughout the store the music was quiet at first and at a bearable level and then one of the employees it turned it to the highest possible volume i looked around at the other patrons there and everyone seemed equally as annoyed this is probably the rd time the high volume of the music has made me left this store i will not be coming back,negative,negative,0.8637175597438895,True,0.8637175597438895,0.0421894612109144,0.094092979045196,False,
if i could give this location zero stars i would every day for the last months i come here to get cold brew i wait in the min hr long drive through not an exaggeration and i get my cold brew if you try to go inside and order you are still waiting for all the drive through food to be prepared so it takes a long time as well inside as of a couple months ago they just run out of cold brew so i now wait an hour sometimes in the drive through to not get a cold brew unless they decide to just give me an iced coffee without telling me i don t understand how you run out of a cold brew every day for two months and don t start preparing several batches the night before worst starbucks in all of florida and possibly even the us,negative,negative,0.9139497517357108,True,0.9139497517357108,0.0451044165975369,0.0409458316667521,False,
today we got two kids size chai teas one vanilla latte one cold brew one of the kids chais was milk and the other had chai i told the cashier and asked for a cup to mix the two together so they could each have some of the chai mix she gave me the cup without offering to fix their drinks the cold brew ended up being a nitro which we did not want never had this kind of experience with starbucks,negative,negative,0.7917605538878437,True,0.7917605538878437,0.0741629983804645,0.1340764477316916,False,
terrible wait time to pick up a coffee need to speed up service multiple cashiers or another drive thru no straws and asked for half syrup but not half,negative,negative,0.8698279525236277,True,0.8698279525236277,0.1029818157249862,0.0271902317513861,False,
for the most part this location does a decent job in delivering good temperature appropriate food beverages on many occasions they ve forgotten to give napkins condiments and or handed items out of the window one by one rather than putting everything into a bag i know there s a pandemic going on and shortages on supply but let s think logically and give the customers what they need,neutral,negative,0.5450584943081361,False,0.5450584943081361,0.3187509752270977,0.1361905304647662,False,neutral_candidate
tends to get crowder but i need my daily fix i like this location because of the close proximity to the turnpike and route also has outdoor seating and better parking than the starbucks that s closer to my office,positive,positive,0.6372440286688887,True,0.1038872523321439,0.2588687189989673,0.6372440286688887,False,
sure starbuck s is starbuck s but it s all about the customer service one time i ordered a venti iced soy chai tea latte and got an are you effing kidding me look from the guy behind the counter what s wrong with a chai latte iced with soy i don t think i m being that high maintenance i did have to smile to myself however when he spilled it just as he was putting the lid on and had to re make it also for some reason this location does not make iced coffee in winter when i ordered it i was told they don t make it in winter but she could make it another way for me if i liked so i said yes and i don t know what she did but it was about times better than their regular iced coffee ok so this is a plus but i still hate the place also i ve witnessed who i assume is the manager berating an employee on the phone for being late once again right in front of the customers which i thought was extremely unprofessional overall poor service it s never speedy and i m usually worried they are going to get some aspect of the drink wrong saw a guy wait so long for his misto he had to leave before it was ready lame,negative,negative,0.8682648403288057,True,0.8682648403288057,0.0916005349815368,0.0401346246896574,False,
it is great to have a starbucks in the silver legacy it is the same as other starbucks the real advantage here is the location,positive,positive,0.741321781050767,True,0.1136409274607774,0.1450372914884555,0.741321781050767,False,
there is a minute wait every time i go through the drive through and times out of they get my drink wrong the only reason i go back is because it s close to my college,negative,negative,0.7711398174763027,True,0.7711398174763027,0.1317396484846189,0.0971205340390784,False,
on my travels on canal street i d pass the downtown sheraton starbuck s sign today i gave it a try it is located at the canal street entrance i came at a busy time they were fast and too busy to be friendly i had a choice of plush chairs tables and bar chairs overlooking canal street with the marriott i chose the bar chairs i got plenty of sunlight which probably kept my coffee warmer and did some great people watching,positive,positive,0.748087102243879,True,0.0800242173094974,0.1718886804466236,0.748087102243879,False,
i go here all the time and there is literally never the same employees very confusing not sure if it s a training store or what sadly my cloud macchiato was completely wrong today even more sad i expected it because my orders have been messed up in the past every employee i ve come in contact with is super nice though,neutral,negative,0.762466388470271,False,0.762466388470271,0.0711660446942367,0.1663675668354922,True,mixed_candidate
as others has said this is by far one of the slowest locations i ve ever been at one person working taking orders and working as a cashier the majority of my time in the drive thru was listening to her taking orders a definite need for more help or training my frappe was very good but melted a little while i waited to be served,neutral,negative,0.697296049963332,False,0.697296049963332,0.2548707890257256,0.0478331610109422,False,neutral_candidate
i love this starbucks my favorite place to study the baristas are so friendly happy and frequently give discounts and freebies to regulars and free samples of food to everyone also i ve never not been able to find a place to sit outlets are usually available only a handful of times have i had to wait about half an hour for one to open up also when the weather s nice there s a great covered porch outside with lights and ceiling fans and outlets it s true that their internet is restricted to t mobile at t sbc customers but i think that actually keeps the place from getting overcrowded with students during peak study times i suppose they go to pjs or rue instead however if you know someone with a password for one of those providers you can use it unlimitedly i ve shared my password with a friend there and we were both able to log on using it at the same time i would love to support local coffee shops and i ve tried but all the places close to me have fatal flaws too crowded and no tables during peak hours times rue on carrollton too few outlets and trash all over the place pjs on maple apathetic bordering on rude sometimes baristas terribly low lighting too few outlets rue on magazine zots way too dark,positive,positive,0.7604358721292571,True,0.0660524502416855,0.1735116776290572,0.7604358721292571,False,
horribly slow when it was almost empty and a bunch of degenerates hanging around,negative,negative,0.7886582052845204,True,0.7886582052845204,0.1462897080961307,0.0650520866193488,False,
you might say that a starbucks is a s starbucks and in many ways you d be right the difference here is the staff super friendly and fun,positive,positive,0.944791862539034,True,0.0172563898807425,0.0379517475802235,0.944791862539034,False,
i hate to say it but while at a comic convention at the nugget i stopped by the starbucks to get an iced latte and what i got was a five dollar cup of ice it was literally so packed full of ice i could not insert the straw i don t know if the barista was new if this was just a mistake or if starbucks tells its employees to do this but i m kind of angry that i paid five dollars for essentially ounces of latte i guess the moral is when at starbucks make sure to ask for less ice or no ice so you get your money s worth,negative,negative,0.8838289618910322,True,0.8838289618910322,0.0654079119539877,0.0507631261549801,False,
we stopped in for a iced tea on a very warm day customer service was good my tea was good as well the store felt very warm inside and we ended up going out and sitting in the car with air on to cool off,neutral,positive,0.5381647669185526,False,0.3302084145785378,0.1316268185029094,0.5381647669185526,False,neutral_candidate
speedy and friendly service excellent customer service and great food highly recommend,positive,positive,0.9785089888712164,True,0.0101486481685873,0.0113423629601961,0.9785089888712164,False,
ordered a breve latte got something else with half the cup filled with foam staff was busy but apparently too busy to fix my order,negative,negative,0.6173896215020623,True,0.6173896215020623,0.2409472737185723,0.1416631047793653,False,
thank you doth such a place share such an idea with a complement reader seeks a very refined polite female acquaintance who may further an incomplete introduction to society though discreetly background,neutral,positive,0.739307099288728,False,0.1843711121695874,0.0763217885416846,0.739307099288728,False,neutral_candidate
go off peak hours or plan to wait in line if you re not in a rush this is a great place to meet read work their staff is friendly,positive,positive,0.882582162325201,True,0.0408632786836032,0.0765545589911956,0.882582162325201,False,
stopped here to get some coffee real quick i was happy they had a drive through the guy at the drive through made my day with his sense of humor,positive,positive,0.7323416339132246,True,0.1663762543627045,0.1012821117240708,0.7323416339132246,False,
most unorganized and dysfunctional starbucks i have ever been to as a gold member nothing makes my day more than my afternoon coffee workers are rude and appear as they don t want to be bothered staff is overwhelmed with the massive drive through line and there have been several times they have told me they can t make my drink due to them being out of certain things such as cold brew and sweet cream not your typical starbucks that s for sure something is always off at this one very disappointing,negative,negative,0.7404144916283938,True,0.7404144916283938,0.1842397389632787,0.0753457694083275,False,
these guys love me and i love them too i come here every weekend this place is always packed because it s right across the street from a college feel free to chat with the staff when it s chill they re all really cool i also recommend the lemon loaf holy cow so good,positive,positive,0.9646712812392508,True,0.0083221002035425,0.0270066185572065,0.9646712812392508,False,
love going to this starbucks always greeted by bradley s great personality they always make my drink exactly how i like it drive thru however slow at times,positive,positive,0.6597025684881958,True,0.2498268393257186,0.0904705921860856,0.6597025684881958,False,
