review_id,stars,date,year_month,text,clean_text,raw_text_length,predicted_sentiment,confidence,prob_negative,prob_neutral,prob_positive
LP78tZzjB2KOIlMVP-flGg,4,2018-11-07 12:32:02,2018-11,"This is a really handy Starbucks location for us. Easy parking, good selection of pastries, and, of course, coffee! I love the iced coffees, the mocha in particular. The service is prompt and friendly and the atmosphere is pretty laid back. Just one request: please start selling the double shot Expresso cans of cold coffee! That's my wake up go-to in hotels when I travel on business.","this is a really handy starbucks location for us. easy parking, good selection of pastries, and, of course, coffee! i love the iced coffees, the mocha in particular. the service is prompt and friendly and the atmosphere is pretty laid back. just one request: please start selling the double shot expresso cans of cold coffee! that's my wake up go-to in hotels when i travel on business.",386,positive,0.8215329028309417,0.10788803015855475,0.07057906701050368,0.8215329028309417
DKUUq0PI46wEF7G9v7UgpQ,4,2012-08-28 20:34:33,2012-08,"I love this place! I love Starbucks in general. There really isn't much to say about it. My order is always right, the staff is very nice and quick. Even in the mornings, they are spot on and always smiling. The Store itself is very clean and well kept. It is a great spot to get a cup, and chill.","i love this place! i love starbucks in general. there really isn't much to say about it. my order is always right, the staff is very nice and quick. even in the mornings, they are spot on and always smiling. the store itself is very clean and well kept. it is a great spot to get a cup, and chill.",297,positive,0.9790978339212938,0.0016483362598519063,0.019253829818854335,0.9790978339212938
uIfrI7dWKx8v9HFcRFXFUw,5,2017-05-06 19:24:57,2017-05,I happened to arrive back in town for the friends and family opening.  It was SUPER crowded and the excitement was felt in the air!.  All of the employees were doing an awesome job to keep up with traffic.   The barista who took my order made sure it was correct and even spelled my name correctly.   I met Chris (manager at this location) through church.  I am very excited to say welcome to Speedway Starbucks!!!!  This is in a great area.  There is a ton of seating with a wide open wearhouse feel.  The bench along the wall across from the counter is very comfortable with charging stations built into the bench.  There is a spot for a USB plug as well as regular outlets.  Near the front of the store there is a large conference style table and cozy looking chairs.  I hope the town enjoys this new addition.,i happened to arrive back in town for the friends and family opening.  it was super crowded and the excitement was felt in the air!.  all of the employees were doing an awesome job to keep up with traffic.   the barista who took my order made sure it was correct and even spelled my name correctly.   i met chris (manager at this location) through church.  i am very excited to say welcome to speedway starbucks!!!!  this is in a great area.  there is a ton of seating with a wide open wearhouse feel.  the bench along the wall across from the counter is very comfortable with charging stations built into the bench.  there is a spot for a usb plug as well as regular outlets.  near the front of the store there is a large conference style table and cozy looking chairs.  i hope the town enjoys this new addition.,813,positive,0.8775992028054458,0.060844984209981676,0.06155581298457252,0.8775992028054458
GRFwwP0z5ycnGVxW5-JY7Q,3,2016-10-07 23:29:05,2016-10,Great place to take a break.  Not too fond of the outdoor seating since it's right on the corner of the parking lot where cars come and go.  I stop here on my weekly shopping trips because it's convenient for me.  Still can't get use to the coed bathrooms.  The servers are sweet and friendly here,great place to take a break.  not too fond of the outdoor seating since it's right on the corner of the parking lot where cars come and go.  i stop here on my weekly shopping trips because it's convenient for me.  still can't get use to the coed bathrooms.  the servers are sweet and friendly here,297,positive,0.8459591755867519,0.02679415708790968,0.1272466673253384,0.8459591755867519
ZVKVdhuhOR291E8dfV21EQ,1,2015-11-25 15:37:29,2015-11,"Rude. And they screwed up my drink, then I went back for a croissant and it was stale.   Greet fireplace, but it's underground so poor phone service and you have to be a Penn student to get on the WIFI.  Boooooo!","rude. and they screwed up my drink, then i went back for a croissant and it was stale.   greet fireplace, but it's underground so poor phone service and you have to be a penn student to get on the wifi.  boooooo!",212,negative,0.823378690747384,0.823378690747384,0.08001621117932069,0.09660509807329534
jJOguHpqewXcla7FxICxQg,1,2017-09-05 21:39:05,2017-09,"Love Starbucks, wasn't impressed with my pumpkin spice latte today. I took one drink and got straight up grounds, won't be back to this location","love starbucks, wasn't impressed with my pumpkin spice latte today. i took one drink and got straight up grounds, won't be back to this location",144,negative,0.4164651273268906,0.4164651273268906,0.18965188271415295,0.39388298995895643
5TORIQRkSm0UJTBDthxUzg,5,2018-01-13 23:43:49,2018-01,"This location has a very friendly & helpful staff so I think we've decided to make it one of our stops when we're in the area! It's also a clean shop and of course Starbucks coffee is just great so it makes our decision to visit that much easier  - there are so many great coffee brews & special drinks to choose from! The only thing I haven't tried here is the restroom (lol),  it if it's like the rest of the shop it's just fine!","this location has a very friendly & helpful staff so i think we've decided to make it one of our stops when we're in the area! it's also a clean shop and of course starbucks coffee is just great so it makes our decision to visit that much easier  - there are so many great coffee brews & special drinks to choose from! the only thing i haven't tried here is the restroom (lol),  it if it's like the rest of the shop it's just fine!",431,positive,0.8735580417476839,0.027112813578659262,0.09932914467365679,0.8735580417476839
DYLZvRqreWfdasBCm2x4sA,5,2015-07-03 13:29:09,2015-07,"Today I came in for the oatmeal. Over all, it's pretty good. It's comes with multiple toppings that you have the choice to add to your oatmeal. They also provide you with agave syrup and brown sugar, so you have a choice of sweetener. I would get it again.","today i came in for the oatmeal. over all, it's pretty good. it's comes with multiple toppings that you have the choice to add to your oatmeal. they also provide you with agave syrup and brown sugar, so you have a choice of sweetener. i would get it again.",256,positive,0.5528321024195895,0.3295165276086565,0.11765136997175404,0.5528321024195895
PHuRdtOvjxg_nEmFqD_FAw,5,2016-05-22 04:11:07,2016-05,"This is hands down my favorite Starbucks in town. I work in the mall and come here at least 3-4 times a week. The staff is all super friendly , they remember my name and my drink order . While they can sometimes get super busy, the staff is great at moving quickly and keeping the line going. Wish there was a little more space inside, but the awesome staff makes up for any size issues.","this is hands down my favorite starbucks in town. i work in the mall and come here at least 3-4 times a week. the staff is all super friendly , they remember my name and my drink order . while they can sometimes get super busy, the staff is great at moving quickly and keeping the line going. wish there was a little more space inside, but the awesome staff makes up for any size issues.",387,positive,0.9879494747834973,0.001540659585296235,0.010509865631206438,0.9879494747834973
saUHGQrNs_KRi9D6i6P_cA,1,2019-10-26 17:43:10,2019-10,I wish there was a Starbucks closer to my house because the employees at this one are always super rude and almost always mess up my order I come all the time because it's convenient but I always have to be so specific with my order and there always just so rude.,i wish there was a starbucks closer to my house because the employees at this one are always super rude and almost always mess up my order i come all the time because it's convenient but i always have to be so specific with my order and there always just so rude.,263,negative,0.7397608411220892,0.7397608411220892,0.07533380835646508,0.18490535052144566
Fxqwb2C7frZ32pFwMURWsg,5,2018-11-13 02:05:08,2018-11,"The couple times I've visited this Starbucks location, I have received phenomenal service. All the baristas I have encountered here are very friendly. Drinks are made quickly and to standard.  Store is clean, welcoming, and nicely decorated. Lots of seating.   As a former barista myself, I know what is expected, and appreciate when they deliver that.  No complaints!","the couple times i've visited this starbucks location, i have received phenomenal service. all the baristas i have encountered here are very friendly. drinks are made quickly and to standard.  store is clean, welcoming, and nicely decorated. lots of seating.   as a former barista myself, i know what is expected, and appreciate when they deliver that.  no complaints!",368,positive,0.9390256742392634,0.015947989830649174,0.04502633593008747,0.9390256742392634
b0itfRpsrUE87e7082TMXw,5,2017-02-02 15:33:48,2017-02,"Best Starbucks customer service ! This is the first time I come to this location and the stuff members are awesome ! We went through the drive-through and the girl on the speaker understood my fiancé accent , he usually always struggle , also the lady at the window was very nice and caring! I really liked coming here !","best starbucks customer service ! this is the first time i come to this location and the stuff members are awesome ! we went through the drive-through and the girl on the speaker understood my fiancé accent , he usually always struggle , also the lady at the window was very nice and caring! i really liked coming here !",320,positive,0.8874711142624137,0.06340844448548495,0.049120441252101466,0.8874711142624137
emdkCcS0kggki01_QV1zVQ,2,2017-05-08 00:22:50,2017-05,"While my drink was made well, and the baristas were friendly, Steven dropped some ice on the counter, picked it up with his hand, and put it back in my drink. That is a huge health violation and he should know better. Nice guy, but he shouldn't be putting dropped ice back into a cup, nor should be be touching anything with his bare hands and putting it in the cup.","while my drink was made well, and the baristas were friendly, steven dropped some ice on the counter, picked it up with his hand, and put it back in my drink. that is a huge health violation and he should know better. nice guy, but he shouldn't be putting dropped ice back into a cup, nor should be be touching anything with his bare hands and putting it in the cup.",366,negative,0.6469541077431128,0.6469541077431128,0.14981139802710455,0.20323449422978254
h1emD_i0sN8kxXPKzifuhw,3,2016-02-15 17:21:36,2016-02,"Long line, well staffed, reasonably short wait. Pretty much what you would expect at an airport location. One concern was the cream/sugar table seemed rather unclean.","long line, well staffed, reasonably short wait. pretty much what you would expect at an airport location. one concern was the cream/sugar table seemed rather unclean.",166,negative,0.4699785630530035,0.4699785630530035,0.3156441062468832,0.21437733070011325
EnCikxf3lbbfiedQwuBw6w,4,2020-01-01 17:01:22,2020-01,"In general, a Starbucks is a Starbucks.  This one is no exception in a good way. Plenty of parking, the lines move quickly, the patio space is ample. This location is very convenient to the freeway and has a light to make the turning easier!","in general, a starbucks is a starbucks.  this one is no exception in a good way. plenty of parking, the lines move quickly, the patio space is ample. this location is very convenient to the freeway and has a light to make the turning easier!",241,positive,0.7914807084887424,0.03615515363969989,0.17236413787155763,0.7914807084887424
NDWq4DoihR7FiH0Fr1fHww,4,2017-11-08 21:52:47,2017-11,"When you have to work all day and then come here and visit sick family members, you sometimes need a pick me up. My mom was in the hospital for 5 weeks and this Starbucks was located inside. I was working 45-50 hour weeks, then needed to come here everyday and there were many days I needed something to wake me up some. This Starbuck is the average Starbucks, nothing different than any other one. Although they did not ever get my order wrong. It's just such a tight spot to order and pick up your order. There is something about tight facilities, and parking lots that Starbucks just seems to have to have.","when you have to work all day and then come here and visit sick family members, you sometimes need a pick me up. my mom was in the hospital for 5 weeks and this starbucks was located inside. i was working 45-50 hour weeks, then needed to come here everyday and there were many days i needed something to wake me up some. this starbuck is the average starbucks, nothing different than any other one. although they did not ever get my order wrong. it's just such a tight spot to order and pick up your order. there is something about tight facilities, and parking lots that starbucks just seems to have to have.",609,positive,0.41619700902533185,0.25445638919016444,0.32934660178450376,0.41619700902533185
em9JCrqyK3v4frd-GyJeA,5,2012-09-21 13:36:01,2012-09,"Today is supposed to be my day for returning phone calls and emails, and lots of paperwork. But horror of horrors, I've been on the road so much that I completely forgot to check the status of the pantry for green tea before I started boiling the water this morning. Fearing a bad case of ""the shakes"" from early morning tea withdrawal, I grabbed my car keys and headed down the road to Starbucks.  This particular Starbucks sits on the corner of Dale Mabry and Linebaugh Avenue within walking distance of my condo. When I first moved to Carrollwood the space was occupied by a skanky Long John Silvers which thankfully closed, was gutted by the developer, and re-opened as a really nice Starbucks. The interior looks less like an industrial-strength coffee house, and more like a very comfortable study / reading room with lots of places to sit and relax.  I'm not a big fan of coffee, and especially not the jumbo grande mocha frappacino double-shot espresso salted caramel latte crap that most people seem to like. Instead I just wanted a basic cup of freshly-brewed green tea -- oh, and one of those yummy-looking blueberry scones as well, please.  The barrista seemed to appreciate my needs -- perhaps it was the dark circles under my eyes, and the way I was chewing on my lower lip -- and she quickly rushed to pour me a large green tea and fork over the scone.  *sighs happily*  The tea was flavorful and calming, and the scone was fresh and delicious. I found a corner table and sat down to read the front section of the Tampa Bay Times while watching the other harried morning commuters lining up for their fresh Shot o'Joe before starting their work day.  This particular Starbucks opens at 5 in the morning, and stays open till 11 or so at night. They have a drive-through window which seems popular with the vapid ""latte crowd"" who are too busy blabbing away on their cellphones to come into the store -- fine by me, like......ya know?  Well done Starbucks, and thanks for saving my day!","today is supposed to be my day for returning phone calls and emails, and lots of paperwork. but horror of horrors, i've been on the road so much that i completely forgot to check the status of the pantry for green tea before i started boiling the water this morning. fearing a bad case of ""the shakes"" from early morning tea withdrawal, i grabbed my car keys and headed down the road to starbucks.  this particular starbucks sits on the corner of dale mabry and linebaugh avenue within walking distance of my condo. when i first moved to carrollwood the space was occupied by a skanky long john silvers which thankfully closed, was gutted by the developer, and re-opened as a really nice starbucks. the interior looks less like an industrial-strength coffee house, and more like a very comfortable study / reading room with lots of places to sit and relax.  i'm not a big fan of coffee, and especially not the jumbo grande mocha frappacino double-shot espresso salted caramel latte crap that most people seem to like. instead i just wanted a basic cup of freshly-brewed green tea -- oh, and one of those yummy-looking blueberry scones as well, please.  the barrista seemed to appreciate my needs -- perhaps it was the dark circles under my eyes, and the way i was chewing on my lower lip -- and she quickly rushed to pour me a large green tea and fork over the scone.  *sighs happily*  the tea was flavorful and calming, and the scone was fresh and delicious. i found a corner table and sat down to read the front section of the tampa bay times while watching the other harried morning commuters lining up for their fresh shot o'joe before starting their work day.  this particular starbucks opens at 5 in the morning, and stays open till 11 or so at night. they have a drive-through window which seems popular with the vapid ""latte crowd"" who are too busy blabbing away on their cellphones to come into the store -- fine by me, like......ya know?  well done starbucks, and thanks for saving my day!",1999,positive,0.7716248912674984,0.07869541923220828,0.14967968950029328,0.7716248912674984
BLERmH6UOTGQS3-KZWqeig,1,2015-04-08 03:24:20,2015-04,The service was EXTREMELY SLOW as per usual and they got my order wrong. I waited almost 10 minutes in the drive thru for the 2 cars ahead of me to move and when I got to the window I was STILL waiting. I ordered a hot tea and they presented me with and iced tea. Best part is they charged me for an iced tea which is MORE than a hot tea and didn't even offer me a refund of the difference.,the service was extremely slow as per usual and they got my order wrong. i waited almost 10 minutes in the drive thru for the 2 cars ahead of me to move and when i got to the window i was still waiting. i ordered a hot tea and they presented me with and iced tea. best part is they charged me for an iced tea which is more than a hot tea and didn't even offer me a refund of the difference.,390,negative,0.8678341369095744,0.8678341369095744,0.0717271230963125,0.060438739994112936
K5uT5PsnO55HhhlnA5Rx0g,1,2014-04-09 18:29:14,2014-04,The smell is just foul and its not just sometimes it is ALL the time! This location is the worst one I've been to by far.  The staff on the other hand is great. But please do something about the stench! Not a good way to start the AM or any other time of day.,the smell is just foul and its not just sometimes it is all the time! this location is the worst one i've been to by far.  the staff on the other hand is great. but please do something about the stench! not a good way to start the am or any other time of day.,259,negative,0.7067019824191463,0.7067019824191463,0.07785470614091015,0.21544331143994364
5Mm58vffKlff2EWODxEFxw,1,2020-02-14 19:33:05,2020-02,Managed to mess up a vanilla sweet cream cold brew. Only place that's managed to do so.,managed to mess up a vanilla sweet cream cold brew. only place that's managed to do so.,87,negative,0.7679079712241955,0.7679079712241955,0.08635525906199881,0.14573676971380567
NqCZXIcqszpRSjvWWtHiOA,1,2013-03-31 00:11:41,2013-03,"Not my favorite Starbucks! The staff is always subpar and my coffee is never up to standard. The parking sucks, it's only for the people that stay in the hotel, or walking off the street..","not my favorite starbucks! the staff is always subpar and my coffee is never up to standard. the parking sucks, it's only for the people that stay in the hotel, or walking off the street..",188,positive,0.4532357590018418,0.4111437441085251,0.13562049688963299,0.4532357590018418
ZjwRAjVtlujsnUXjNn7Q5Q,3,2014-08-27 18:30:18,2014-08,"If you want to know where most of the 20 somethings in Town n' Country hang out - that aren't gang related, on a Monday night? I can tell you. They've brought their lap tops down to Star Bucks and are hanging out here near the movie theater.   The coffee was coffee, it wasn't any different than any of the other Starbucks I've been to. The chai was good, the service was quick since our order wasn't complicated. The conversation with my friend was really what I went for.","if you want to know where most of the 20 somethings in town n' country hang out - that aren't gang related, on a monday night? i can tell you. they've brought their lap tops down to star bucks and are hanging out here near the movie theater.   the coffee was coffee, it wasn't any different than any of the other starbucks i've been to. the chai was good, the service was quick since our order wasn't complicated. the conversation with my friend was really what i went for.",473,neutral,0.3854585099733861,0.24978989840828034,0.3854585099733861,0.3647515916183336
qpCGKIACVWmcvH4iEEqUlQ,1,2017-07-30 14:43:59,2017-07,Unfortunate. Slow drive thru and customer service seems to be less than desired. Exterior of building need some cleanup and a few light bulbs replaced. This is probably a lack of effort on management and should be brought to their attention. If you have the opportunity to choose a Starbucks you may want to skip this location or delete 20 minutes from your life.,unfortunate. slow drive thru and customer service seems to be less than desired. exterior of building need some cleanup and a few light bulbs replaced. this is probably a lack of effort on management and should be brought to their attention. if you have the opportunity to choose a starbucks you may want to skip this location or delete 20 minutes from your life.,363,negative,0.870708815135191,0.870708815135191,0.07695112537512373,0.05234005948968517
aiTueKUj56mFlGKYfA6zlw,5,2020-08-12 06:45:30,2020-08,"I used to visit this Starbucks nearly everyday for years! I conducted a majority of my studies while attending an online school there as the environment was easy to focus in. I established connections with some baristas which supported me as I grew and I am appreciative for having interacted with them. This was my favorite Starbucks even before the renovation, however after I had more the reason to go. The added space was a fantastic addition for such a bustling store!  Furthermore... of course the coffee was great.","i used to visit this starbucks nearly everyday for years! i conducted a majority of my studies while attending an online school there as the environment was easy to focus in. i established connections with some baristas which supported me as i grew and i am appreciative for having interacted with them. this was my favorite starbucks even before the renovation, however after i had more the reason to go. the added space was a fantastic addition for such a bustling store!  furthermore... of course the coffee was great.",521,positive,0.8867858011686323,0.07036925858781849,0.04284494024354924,0.8867858011686323
pYxpXSBXmUwL6jlyAQFddw,5,2019-05-20 22:09:04,2019-05,I love this Starbucks so much! The baristas are super nice and they are great conversationalist. My coffee or chai latte is perfect every time. There is communal and regular seating and the natural lighting is so beautiful on the inside. 5/5,i love this starbucks so much! the baristas are super nice and they are great conversationalist. my coffee or chai latte is perfect every time. there is communal and regular seating and the natural lighting is so beautiful on the inside. 5/5,241,positive,0.9857745533812502,0.002436311598848716,0.011789135019900941,0.9857745533812502
po2ZDdJeqL0vVk4jelbB0w,2,2014-09-01 07:43:50,2014-09,Baddddd Attitude !  Customer service  really poor. Other then this ... Same old same old ... Coffee,baddddd attitude !  customer service  really poor. other then this ... same old same old ... coffee,99,negative,0.8868658913788348,0.8868658913788348,0.057531077636174,0.055603030984991184
8wQE3AmB1_9L1KMRkhQtzQ,4,2016-07-31 15:53:00,2016-07,"Love Starbucks and this location. Everyone is really nice and I love sitting here for hours studying. My only gripe is the drive thru. It's completely hidden so you can see the line before you pull in. Once you're in, even before you order, you're stuck, which is annoying when you're running late. It needs to be redesigned to allow people to get in and out in the event of an emergency or if you charge your mind, especially since there's usually a long wait.","love starbucks and this location. everyone is really nice and i love sitting here for hours studying. my only gripe is the drive thru. it's completely hidden so you can see the line before you pull in. once you're in, even before you order, you're stuck, which is annoying when you're running late. it needs to be redesigned to allow people to get in and out in the event of an emergency or if you charge your mind, especially since there's usually a long wait.",461,positive,0.694739495822974,0.21431040142090424,0.09095010275612171,0.694739495822974
NyRWfYNJZT76NXg2TCpVFA,3,2014-07-08 03:30:49,2014-07,"My usual is the white chocolate mocha and it's a hit or miss with this Starbucks. With that said, when the drinks aren't made correctly or to your liking, they are happy to remake your drink. If you don't have the time to get your drink redone, then you have the option to call Starbucks or go to their site to file the complaint and they will send you a gift card for the inconvenience. Also, It's a licensed location which means that you can't use your free coffee reward here.","my usual is the white chocolate mocha and it's a hit or miss with this starbucks. with that said, when the drinks aren't made correctly or to your liking, they are happy to remake your drink. if you don't have the time to get your drink redone, then you have the option to call starbucks or go to their site to file the complaint and they will send you a gift card for the inconvenience. also, it's a licensed location which means that you can't use your free coffee reward here.",479,neutral,0.4436681599894193,0.2650995668302041,0.4436681599894193,0.29123227318037653
9zIvmlchuN1ZubltF8HFAQ,3,2016-01-11 02:57:53,2016-01,"This Starbucks is the closest to me, but I don't frequent it to often since it's in the opposite direction of my work. When I do visit, I always go through the drive through. It can get congested but goes quickly. I'm not a fan of Starbucks coffee. I do love the black tea here though, which I always get. I also get the butter croissant at times, which is delicious!","this starbucks is the closest to me, but i don't frequent it to often since it's in the opposite direction of my work. when i do visit, i always go through the drive through. it can get congested but goes quickly. i'm not a fan of starbucks coffee. i do love the black tea here though, which i always get. i also get the butter croissant at times, which is delicious!",367,positive,0.6899370205345347,0.09535792780089018,0.21470505166457507,0.6899370205345347
x5MAidlPkG-dn8fZ1aOC1A,3,2017-06-07 13:46:20,2017-06,"I would love to try the coconut cold brew but every time they are always out!!! Not just at this Starbucks, several Starbucks I've been to. What's the deal? Why can't they order more when they know they are going to be selling it?","i would love to try the coconut cold brew but every time they are always out!!! not just at this starbucks, several starbucks i've been to. what's the deal? why can't they order more when they know they are going to be selling it?",230,positive,0.42505106302882995,0.403148511250693,0.17180042572047705,0.42505106302882995
Ltsv-6bnRgbwcxm92I1VMA,1,2019-07-22 18:03:56,2019-07,"Never coming back here again.  I've tried many times. I'm The only person ordering a drink., a ice coffer. Three people are working, talking. It took 10 min and there was no one In front of me. This wasn't  go too.  I'm not someone who writes a lot of yelps.  The last few month when I come in I always order a ice coffer.  All they do is scoop ice, walk over to where the ice coffee is in a big pitcher and pour.  Why must I wait 15 minutes for that when people in front of me who order warm coffee gets it made right away. This place what is my go to Starbucks but now I'd rather just make my own and save myself the trouble of waiting forever when it only takes 15 seconds to make.","never coming back here again.  i've tried many times. i'm the only person ordering a drink., a ice coffer. three people are working, talking. it took 10 min and there was no one in front of me. this wasn't  go too.  i'm not someone who writes a lot of yelps.  the last few month when i come in i always order a ice coffer.  all they do is scoop ice, walk over to where the ice coffee is in a big pitcher and pour.  why must i wait 15 minutes for that when people in front of me who order warm coffee gets it made right away. this place what is my go to starbucks but now i'd rather just make my own and save myself the trouble of waiting forever when it only takes 15 seconds to make.",684,negative,0.9013875873951805,0.9013875873951805,0.06941494035976777,0.029197472245051703
