review_id,stars,date,year_month,raw_text,clean_text,raw_text_length,themes
cjERtBdCZ6Xo0TP0uybJdg,1,2018-04-10 21:41:13,2018-04,"This is by far the worst Starbucks that I have ever been to. I tried for the fifth time today to order at this location because I was being optimistic and thought maybe the first four times were duds. Every coffee that I have ordered either tastes like milk or water with a splash of coffee. My order came out with a hair in it, and the employees made a new coffee and sincerely apologized. I was very satisfied with the customer service, but once again the drink was not the drink I ordered.","this is by far the worst starbucks that i have ever been to. i tried for the fifth time today to order at this location because i was being optimistic and thought maybe the first four times were duds. every coffee that i have ordered either tastes like milk or water with a splash of coffee. my order came out with a hair in it, and the employees made a new coffee and sincerely apologized. i was very satisfied with the customer service, but once again the drink was not the drink i ordered.",492,FAILED
cOfnxWLDOoRckgCSGQCAVw,1,2018-09-26 01:47:02,2018-09,Starbucks  - Please Lord Jesus train your employees some customer service!!!,starbucks - please lord jesus train your employees some customer service!!!,76,FAILED
efUi2FOWS-obJs2NpRNfYw,1,2021-05-14 13:17:58,2021-05,Service was absolutely terrible spent. Spent 10 minutes being ignored by a staff before someone offered to take my order.,service was absolutely terrible spent. spent 10 minutes being ignored by a staff before someone offered to take my order.,121,FAILED
fta-XwKvtlpyHPMI0S5Rzg,1,2019-10-15 10:58:45,2019-10,"I go through this drive thru every morning on my way to the hospital before my 12 hour shifts. I order an ice coffee extra light on the cream (because other wise it just tastes like milk and I can't even taste the coffee). Starbucks is expensive. I could go across the street to Dunkin' and get a $2 coffee that's larger but I don't because I like Starbucks. Anyway, when they hand it to me and it's too light colored I know it's going to taste like milk so I just ask if they could please pour some out and add more coffee to it, that's all. Again it's expensive to not be able to enjoy it. This morning I asked her to do this and she had an attitude, turned around to her coworker and started laughing while mocking me loudly. I could hear her from the drive thru window. She brought it back to me, mocked me to my face while handing it back to me. And I left just thinking you know what... all I wanted was an ice coffee that doesn't taste like milk. I have to go to a hospital now where I have to keep patients alive for 12 hours which can be exceedingly difficult and exhausting. The most peaceful and easy part of my day from 5:45am until getting home exhausted at 8:30pm tonight is this coffee. My intentions are never to be difficult.","i go through this drive thru every morning on my way to the hospital before my 12 hour shifts. i order an ice coffee extra light on the cream (because other wise it just tastes like milk and i can't even taste the coffee). starbucks is expensive. i could go across the street to dunkin' and get a $2 coffee that's larger but i don't because i like starbucks. anyway, when they hand it to me and it's too light colored i know it's going to taste like milk so i just ask if they could please pour some out and add more coffee to it, that's all. again it's expensive to not be able to enjoy it. this morning i asked her to do this and she had an attitude, turned around to her coworker and started laughing while mocking me loudly. i could hear her from the drive thru window. she brought it back to me, mocked me to my face while handing it back to me. and i left just thinking you know what... all i wanted was an ice coffee that doesn't taste like milk. i have to go to a hospital now where i have to keep patients alive for 12 hours which can be exceedingly difficult and exhausting. the most peaceful and easy part of my day from 5:45am until getting home exhausted at 8:30pm tonight is this coffee. my intentions are never to be difficult.",1242,FAILED
2eMQ_hQ9jwb4DpihDnmfyw,2,2020-10-21 18:25:28,2020-10,"Starbucks is good as always! But service is not the greatest. I have never waited in line at any other Starbucks longer than I've waited at this location. This past time my order was completely wrong, which isn't the first time I've waited 10 plus minutes to get the wrong order","starbucks is good as always! but service is not the greatest. i have never waited in line at any other starbucks longer than i've waited at this location. this past time my order was completely wrong, which isn't the first time i've waited 10 plus minutes to get the wrong order",278,FAILED
6kNFA9A4fYgFwLNNGUjxfw,1,2021-09-01 15:22:18,2021-09,Invested with flies!! Beware if coming inside. Almost until workable conditions if you're looking to get some work done,invested with flies!! beware if coming inside. almost until workable conditions if you're looking to get some work done,119,FAILED
Cp2-t6NWGPscYfi1oxu-Ow,1,2018-07-08 01:56:01,2018-07,"This is the filthiest Starbucks I have ever been in. Gross. Gross gross.   Toilet was a filthy mess with toilet paper everywhere on the floor. The store itself needs a good scrubbing. Trash cans overflowing. Straws, paper and other questionable detritus on the floor. Sticky seats.   I get that Santa Barbara seems to have a burgeoning homeless challenge. Perhaps that's a contributing factor. I don't know.   I just know that this is a seriously gross Starbucks. There's a coffee bean and tea leaf across the street and an independent coffee house up the street. Go there instead.","this is the filthiest starbucks i have ever been in. gross. gross gross. toilet was a filthy mess with toilet paper everywhere on the floor. the store itself needs a good scrubbing. trash cans overflowing. straws, paper and other questionable detritus on the floor. sticky seats. i get that santa barbara seems to have a burgeoning homeless challenge. perhaps that's a contributing factor. i don't know. i just know that this is a seriously gross starbucks. there's a coffee bean and tea leaf across the street and an independent coffee house up the street. go there instead.",581,FAILED
befdsM9MESyGpW-UZQkwHA,2,2016-09-09 12:24:15,2016-09,Coffees are great and perfectly made but low stars are for service.   If I place an order on line and it says ready 3-7 mins and 18 mins later it's not and walk in people are getting drinks before me than there is a breakdown in who should be serviced first   This has happened everyday this week between hours of 6:50am -7:10 am.,coffees are great and perfectly made but low stars are for service. if i place an order on line and it says ready 3-7 mins and 18 mins later it's not and walk in people are getting drinks before me than there is a breakdown in who should be serviced first this has happened everyday this week between hours of 6:50am -7:10 am.,330,FAILED
Hnm0DrK5R6NeS7TbWWmd1A,1,2019-06-14 16:08:55,2019-06,"Arrived on a Friday Morning at 10am & they were sold out of almost all there breakfast sandwiches. Really, so off to another Starbucks - hopefully- another one has it, or it's off to plan b.  The staff was nice & place was packed. Looked like a good work space, just not sure they will have their normal products.","arrived on a friday morning at 10am & they were sold out of almost all there breakfast sandwiches. really, so off to another starbucks - hopefully- another one has it, or it's off to plan b. the staff was nice & place was packed. looked like a good work space, just not sure they will have their normal products.",313,FAILED
pM5YGiBKad30VISWRME3hw,2,2017-03-24 21:45:42,2017-03,This Starbucks has gone way down hill in the past year. Mobile orders are often not ready or wrong. Younger baristas often seem confused. Coworker got curdled milk in her coffee this week. Today I was given a cup that basically disintegrated in my hand burning me - BEFORE I even made it to the door.,this starbucks has gone way down hill in the past year. mobile orders are often not ready or wrong. younger baristas often seem confused. coworker got curdled milk in her coffee this week. today i was given a cup that basically disintegrated in my hand burning me - before i even made it to the door.,300,FAILED
TNM1wakw_R2073adf8Jz0A,5,2019-02-25 05:59:14,2019-02,Nice and cozy environment perfect for studying and just hanging out with friends and family. Food is amazing and the drinks are great. And the staff are very friendly too,nice and cozy environment perfect for studying and just hanging out with friends and family. food is amazing and the drinks are great. and the staff are very friendly too,170,FAILED
dMjcV4gymeEpKCyWezhYRA,2,2017-05-11 14:51:34,2017-05,This Starbucks is soooo slow. They need a few more barista's to make drinks considering the amount of foot traffic they receive.,this starbucks is soooo slow. they need a few more barista's to make drinks considering the amount of foot traffic they receive.,128,FAILED
k8zk2bFaLG6_jaYwEdFSTg,1,2018-12-13 15:56:24,2018-12,"This location on this particular occasion was not a pleasant experience; it was noisy and chaotic, mostly due to the staff. They were throwing things back and forth over the counter to each other, and being very noisy yelling to each other and making weird noises (maybe singing?). I know they are teenagers, but I couldn't relax there with my coffee.","this location on this particular occasion was not a pleasant experience; it was noisy and chaotic, mostly due to the staff. they were throwing things back and forth over the counter to each other, and being very noisy yelling to each other and making weird noises (maybe singing?). i know they are teenagers, but i couldn't relax there with my coffee.",351,FAILED
0G_LjFnPoYQuewZYkzl7_g,5,2018-05-30 20:43:00,2018-05,"So from the last time i reviewed this location years ago they have improved and are a million times better now. My drink of choice is a Venti Americano with heavy creamer and vanilla. If this is done right its one of the smoothest drinks you could imagine, drinks like water practically but you still get 4 shots of espresso. If done wrong it taste like instead of using espresso they used coal from an old fire. Its very hard to get right. That all being said, my past few years coming here they've done a flawless job of perfecting that drink for me, most of the people working started to remember me and my order also which is huge for me. Now granted were all just human, occasionally during extremely busy times it may not be totally up to par, but everyone working has always been more than happy and willing to fix the order. This is one of my favorite locations in the city without a doubt.","so from the last time i reviewed this location years ago they have improved and are a million times better now. my drink of choice is a venti americano with heavy creamer and vanilla. if this is done right its one of the smoothest drinks you could imagine, drinks like water practically but you still get 4 shots of espresso. if done wrong it taste like instead of using espresso they used coal from an old fire. its very hard to get right. that all being said, my past few years coming here they've done a flawless job of perfecting that drink for me, most of the people working started to remember me and my order also which is huge for me. now granted were all just human, occasionally during extremely busy times it may not be totally up to par, but everyone working has always been more than happy and willing to fix the order. this is one of my favorite locations in the city without a doubt.",898,FAILED
NEqGtCUJwl_BzOgjSxxadA,3,2015-01-08 08:30:28,2015-01,"Watch out for the  Barista's if  it not their good day!  We found them to be rude and we totally rushed when ordering.  Plus on a  Saturday night around 9:30pm 2 weeks ago the Barista was rushing people out  due to clsoing at 10pm.     On a Sunday an ""older"" Barista nearly chewed us out for not ordering faster and  almost called me al iar saying my card  ""didnt have a free drink on it""  or hastily took my coupon.  SO RUDE","watch out for the barista's if it not their good day! we found them to be rude and we totally rushed when ordering. plus on a saturday night around 9:30pm 2 weeks ago the barista was rushing people out due to clsoing at 10pm. on a sunday an ""older"" barista nearly chewed us out for not ordering faster and almost called me al iar saying my card ""didnt have a free drink on it"" or hastily took my coupon. so rude",425,FAILED
xyB6ERyZsg8RzsiKcF-5Qw,5,2020-10-22 18:09:34,2020-10,"I've been studying at this location for a couple years now while also occasionally checking out other cafes/coffee bars and I always end up coming back here. This Starbucks has an awesome layout when it comes to seating but more importantly, the staff here are amazing. Small gestures like remembering to get me a cup of water with my coffee even though I always forget to ask, or patiently talking me through what comes inside a Pmkin Spiced Latte without rushing me out the way, will definitely make you feel appreciated and welcomed. Thank you!","i've been studying at this location for a couple years now while also occasionally checking out other cafes/coffee bars and i always end up coming back here. this starbucks has an awesome layout when it comes to seating but more importantly, the staff here are amazing. small gestures like remembering to get me a cup of water with my coffee even though i always forget to ask, or patiently talking me through what comes inside a pmkin spiced latte without rushing me out the way, will definitely make you feel appreciated and welcomed. thank you!",547,FAILED
t07RsVEbG7g9ntzY5lTo2Q,1,2022-01-12 14:29:11,2022-01,"I have been doing mobile orders for the last 3 months, weekly orders - sometimes every few days. The customer service is horrendous here. The baristas and cashiers blatantly ignore every customer in the cafe. My mobile is almost never done when I arrive, even though I make sure to order at least 10 minutes before arriving, these days 15 min. Yet once again I stood in the cafe and waited for my incorrect coffee order. I inquired twice about my sandwich and I don't know why I was ignored and pushed to the side but I finally couldn't wait anymore because I was already going to be late to work because of this that I asked for a refund. Once I asked for a refund - suddenly my sandwich came out of nowhere, it was ice cold sitting behind the counter where I couldn't obtain it, and I now didn't have time to ask her to remake it. The service here is absolutely terrible. Put your order in anywhere else.","i have been doing mobile orders for the last 3 months, weekly orders - sometimes every few days. the customer service is horrendous here. the baristas and cashiers blatantly ignore every customer in the cafe. my mobile is almost never done when i arrive, even though i make sure to order at least 10 minutes before arriving, these days 15 min. yet once again i stood in the cafe and waited for my incorrect coffee order. i inquired twice about my sandwich and i don't know why i was ignored and pushed to the side but i finally couldn't wait anymore because i was already going to be late to work because of this that i asked for a refund. once i asked for a refund - suddenly my sandwich came out of nowhere, it was ice cold sitting behind the counter where i couldn't obtain it, and i now didn't have time to ask her to remake it. the service here is absolutely terrible. put your order in anywhere else.",906,FAILED
MKPgFoJ2sC4XIOeHIMYS8g,3,2015-06-20 23:43:18,2015-06,"I am downgrading this store because for whatever reason the management cannot figure how to keep it clean during busy times. The response ""we just got slammed"" is no excuse. I like most of the staff, and they work hard and are friendly, but the store HAS TO BE KEPT CLEAN.","i am downgrading this store because for whatever reason the management cannot figure how to keep it clean during busy times. the response ""we just got slammed"" is no excuse. i like most of the staff, and they work hard and are friendly, but the store has to be kept clean.",272,FAILED
RNKLUd-z1-92JE0VKvMt3w,4,2018-10-17 12:32:33,2018-10,Good morning Yelpers.  Nothing too long today.  Only that this location is super busy from about 7:45am to 8:30 so if you have somewhere to be at a certain time get there early or use the mobile application.  Otherwise the customer service is. Great.  Despite he busyness they still make your coffee with love and care.  Thank you Starbucks staff,good morning yelpers. nothing too long today. only that this location is super busy from about 7:45am to 8:30 so if you have somewhere to be at a certain time get there early or use the mobile application. otherwise the customer service is. great. despite he busyness they still make your coffee with love and care. thank you starbucks staff,346,FAILED
ch3LYOgoNEUqJgBy76963Q,3,2014-04-04 23:30:30,2014-04,"Coffee is good.... Place is comfortable, but loud and wifi is slow.  Service is excellent.","coffee is good.... place is comfortable, but loud and wifi is slow. service is excellent.",90,FAILED
PEz3tREMadmAZ9YA7VqP1w,5,2013-06-08 16:51:44,2013-06,"Always consistently good service; however, exceptionally friendly service at the drive-thru this morning, without being phony.  Great job!  Oh, and great coffee :)","always consistently good service; however, exceptionally friendly service at the drive-thru this morning, without being phony. great job! oh, and great coffee :)",163,FAILED
Oumx0Dx86pPuXKZ7HwdH9w,2,2018-04-20 18:30:40,2018-04,"I get the same drink from Starbucks everyday.  I do not always go to the Newtown store, but I do stop here at least twice a week. It is literally hit or miss that my drink is made properly. I get a green tea lemonade. The proper name is shaken green tea lemonade. There are a lot of times they forget to put the lemonade in. But mostly the barista tries to take a short cut and not put it in the shaker cup and shake it. I know it sounds petty but it is how the drink is supposed to be made and it makes a difference to me. Today when I saw the girl did not shake it I asked her to shake it. She proceeded to swirl it around in the cup, getting it all over the outside and then hands it to me. I honestly couldn't believe it. Usually, when I ask the barista to please shake it they get the shaker cup and shake it. But this girl got an attitude as she could see my reaction and put it down and walked away. I will not be going back to the Newtown store. They really need to train their baristas on the proper way to make each drink.","i get the same drink from starbucks everyday. i do not always go to the newtown store, but i do stop here at least twice a week. it is literally hit or miss that my drink is made properly. i get a green tea lemonade. the proper name is shaken green tea lemonade. there are a lot of times they forget to put the lemonade in. but mostly the barista tries to take a short cut and not put it in the shaker cup and shake it. i know it sounds petty but it is how the drink is supposed to be made and it makes a difference to me. today when i saw the girl did not shake it i asked her to shake it. she proceeded to swirl it around in the cup, getting it all over the outside and then hands it to me. i honestly couldn't believe it. usually, when i ask the barista to please shake it they get the shaker cup and shake it. but this girl got an attitude as she could see my reaction and put it down and walked away. i will not be going back to the newtown store. they really need to train their baristas on the proper way to make each drink.",1032,FAILED
bRMTZYyNZhw1qCY4OB7gMA,1,2021-06-09 17:45:08,2021-06,"I hate that this is the only Starbucks close to my work because it has the absolute worst customer service of any Starbucks I've ever been to.   I always order ahead and do a mobile order so that I can come in and grab my drink and go but there have been multiple times where I have to wait 5 minutes for my drink because the dumb ass teenagers who work there are too busy standing at the register doing nothing.  Once I came in and there were a few people standing by the window where you receive your drinks, so I asked the girl at the register- with short blond hair (who was doing absolutely nothing at the time) if she could hand me my mobile order and she told me to wait at the window with the other people. There was a guy making multiple drinks, so I stood there and waited five minutes and he was too busy to hand me my drink, so I went back to the girl with short blond hair and asked her to hand me my drink. She handed it to me and then proceeded to chastise me about how busy they were.  Today I went in and asked for my order and the guy handed me my order then ran outside. It was the wrong order, it was for someone else with the same name. I told the girl who was wiping down counters that the guy handed me the wrong order and she said, ""Oh no."" Then proceeded to ignore me and continue wiping down the counter. I had to flag the cashier down who was busy taking orders at the register and ask her to hand me my drink.  These are only two examples. There are more but this review is already too long.","i hate that this is the only starbucks close to my work because it has the absolute worst customer service of any starbucks i've ever been to. i always order ahead and do a mobile order so that i can come in and grab my drink and go but there have been multiple times where i have to wait 5 minutes for my drink because the dumb ass teenagers who work there are too busy standing at the register doing nothing. once i came in and there were a few people standing by the window where you receive your drinks, so i asked the girl at the register- with short blond hair (who was doing absolutely nothing at the time) if she could hand me my mobile order and she told me to wait at the window with the other people. there was a guy making multiple drinks, so i stood there and waited five minutes and he was too busy to hand me my drink, so i went back to the girl with short blond hair and asked her to hand me my drink. she handed it to me and then proceeded to chastise me about how busy they were. today i went in and asked for my order and the guy handed me my order then ran outside. it was the wrong order, it was for someone else with the same name. i told the girl who was wiping down counters that the guy handed me the wrong order and she said, ""oh no."" then proceeded to ignore me and continue wiping down the counter. i had to flag the cashier down who was busy taking orders at the register and ask her to hand me my drink. these are only two examples. there are more but this review is already too long.",1519,FAILED
zaGzG_m8bm96UszOAk_9eQ,1,2017-04-25 01:30:43,2017-04,"Service sucks, came here multiple times and was constantly disappointed. This time the lady seemed to get frustrated with me because of how I was  pronouncing the word ""acai"". She bluntly corrected me which was annoying. At least be nice about it. Another time, i got an iced caramel macchiato. It was absolutely horrible. The barista probably was drizzling the caramel in my drink for a good 15 seconds. I would sip clumps of caramel....it was so bad","service sucks, came here multiple times and was constantly disappointed. this time the lady seemed to get frustrated with me because of how i was pronouncing the word ""acai"". she bluntly corrected me which was annoying. at least be nice about it. another time, i got an iced caramel macchiato. it was absolutely horrible. the barista probably was drizzling the caramel in my drink for a good 15 seconds. i would sip clumps of caramel....it was so bad",451,FAILED
G9oV6mNVaCBeRMNi6LP0xA,2,2020-06-14 18:49:53,2020-06,"Purpose of the visit was to pick up an online order.  Drive-thru was a long line so I elected to go in to avoid crowding the drive-thru.  Employees are fairly apathetic when you enter.  There are two queues - one for ordering and one off mobile pick-up.  When in the mobile pick-up queue, they only acknowledge you when...well that never happened.  You had to queue in the order line before they react.  If the only way the system is supposed to work, then they shouldn't display signage for two queues.","purpose of the visit was to pick up an online order. drive-thru was a long line so i elected to go in to avoid crowding the drive-thru. employees are fairly apathetic when you enter. there are two queues - one for ordering and one off mobile pick-up. when in the mobile pick-up queue, they only acknowledge you when...well that never happened. you had to queue in the order line before they react. if the only way the system is supposed to work, then they shouldn't display signage for two queues.",503,FAILED
sWvuHA_nRQFzAOHnQM6EIg,1,2016-07-09 18:41:01,2016-07,"This is the most disgusting establishment.  Inside their food counter were gnats and flies; when I addressed the clerk, she simply said thank you and that she wasn't serving those to her customers. The cream and napkin area was filthy. Stay away.","this is the most disgusting establishment. inside their food counter were gnats and flies; when i addressed the clerk, she simply said thank you and that she wasn't serving those to her customers. the cream and napkin area was filthy. stay away.",246,FAILED
ZFZWfNb1J0zPXRzE3vxTqg,4,2020-08-27 22:48:15,2020-08,"So definitely lots of pros. They stayed open during the pandemic and was able to get the drive thru line moving quickly. Mobile ordering in the morning was a breeze. Always offered to give my pup a puppucchino when I go through the drive thru. The major con about this place is the drinks are inconsistent. Its always a bit disappointing when you realize they added way too much cream into your cold brew and full pumps of vanilla (even when you ordered it with just 1) after you drive away. But alas, I will be back...especially since pumpkins back on the menu","so definitely lots of pros. they stayed open during the pandemic and was able to get the drive thru line moving quickly. mobile ordering in the morning was a breeze. always offered to give my pup a puppucchino when i go through the drive thru. the major con about this place is the drinks are inconsistent. its always a bit disappointing when you realize they added way too much cream into your cold brew and full pumps of vanilla (even when you ordered it with just 1) after you drive away. but alas, i will be back...especially since pumpkins back on the menu",561,FAILED
kfC6juwioYqKAZKMBrvi_A,4,2010-11-29 23:18:52,2010-11,"Oh Starbucks.  How do I love you?  Let me count the ways.    You have helped me numerous times during long shifts at work and more recently, during the post Thanksgiving sales in which I had to show up at the mall at 5 am for work and for that, I thank you.  I can not wait until we meet again for yet another 10 hour shift.  Yay for seasonal flavors!!!","oh starbucks. how do i love you? let me count the ways. you have helped me numerous times during long shifts at work and more recently, during the post thanksgiving sales in which i had to show up at the mall at 5 am for work and for that, i thank you. i can not wait until we meet again for yet another 10 hour shift. yay for seasonal flavors!!!",353,FAILED
p-XWISqq_qyylHlOjpkQtw,5,2015-06-16 16:11:34,2015-06,Never seen a 24hr. Starbucks before. Great stop on the way back home from a beach weekend in Clearwater. While our drinks were being made David was very friendly and chit chatted with us. We appreciated his humor.,never seen a 24hr. starbucks before. great stop on the way back home from a beach weekend in clearwater. while our drinks were being made david was very friendly and chit chatted with us. we appreciated his humor.,213,FAILED
4UDTP_xa0AlJc7uTunlGmQ,5,2018-05-08 17:39:25,2018-05,"Tracy is the sweetest lady there. I go there most mornings before work, and we always chat and talk. My breakfast is always delicious and made quickly. Even if it wasnt good, I would still go here just for the people who work here. The customer service is beyond compare.","tracy is the sweetest lady there. i go there most mornings before work, and we always chat and talk. my breakfast is always delicious and made quickly. even if it wasnt good, i would still go here just for the people who work here. the customer service is beyond compare.",271,FAILED
weZAT1oYxkkpb795ig3TlQ,4,2021-11-19 01:50:24,2021-11,"I ordered hot cocoa and the reindeer cake pop. Unfortunately, they forgot to add the whip cream. The cake pop was delicious and I even shared it to my sister. I recommend to order the reindeer cake pop so you can try it your self.","i ordered hot cocoa and the reindeer cake pop. unfortunately, they forgot to add the whip cream. the cake pop was delicious and i even shared it to my sister. i recommend to order the reindeer cake pop so you can try it your self.",230,FAILED
lTkQiV3vYsNf2AFiM_1nbQ,4,2015-04-20 16:40:38,2015-04,"It's Starbucks, ya' know? And there's nothing wrong with that.   I like this location; in the morning, the west-facing patio is out of the sun's death rays. The staff are usually caffeinated enough to be friendly. And there always seems to be nice people in this store.   It's no Exo, but it's a nice Starbucks at a nice location.","it's starbucks, ya' know? and there's nothing wrong with that. i like this location; in the morning, the west-facing patio is out of the sun's death rays. the staff are usually caffeinated enough to be friendly. and there always seems to be nice people in this store. it's no exo, but it's a nice starbucks at a nice location.",330,FAILED
8Gyubf7dQnY1aUqB6BSRDw,2,2018-09-06 14:08:50,2018-09,"This place is extremely slow and employees are not always nice, very rude sometimes. The drive through is horrible the line backs up all the way into the street because they are slow and it's too small of an area. I was cursed at by an employee a few months ago and called corporate and emailed them and never heard back. Really wish they would get their shit together!!!","this place is extremely slow and employees are not always nice, very rude sometimes. the drive through is horrible the line backs up all the way into the street because they are slow and it's too small of an area. i was cursed at by an employee a few months ago and called corporate and emailed them and never heard back. really wish they would get their shit together!!!",371,FAILED
