review_id,stars,date,text
Mond3z2ps7IQGUvsNqi4_Q,2.0,2013-12-06 23:42:05,"I visited this location on several occasions this last week and was thoroughly disappointed on every visit. From employees too busy joking with each other to help customers, to waiting for my drink because they made the drinks and food for their regulars first to having an employee offer to help, then walked away from the counter to go do something else, which resulted in my having to bet back into line and wait again. My Vanilla Latte is what you would expect from a Starbucks, consistent and good, but the customer service will keep me from coming back."
CT-IRimb5TJ08bK_95ulNw,5.0,2013-02-22 14:40:52,My favorite Starbucks! The employees are excellent and learn the regulars. However the parking kind of stinks but that's not their fault.
F5NHTU7U1nXNTxJkU3jJPw,1.0,2020-03-16 20:07:34,"I come to this Starbucks every so often, and that is for good reason. Not once have I come here and actually been greater by a single person. I get to the ordering menu, the same monotone (I cant be bothered with you) voice answers. I feel like I'm burdening them by being there. I order two things every time, I get to the window, one is ready and the other is forgotten. No a smile or a ""hi"". The only thing that is said to me is ""$5.41"". I show them my rewards app, she scans it, hands me my one item, starts taking someone else's order, then closes the window. I don't even go back for that second item out of fear that she'll punch me in the face for wanting anything else. I don't write reviews, but I've been coming here for two years and SOMETHING has to change. It's ridiculous that I go five miles out of my way to avoid this location."
uTuy9nW-x2S43WaBNJ0yGw,1.0,2019-07-22 23:54:04,Went to Starbucks again on Easton Road in Warrington pa. today to see what they have on tap.  I've Been going there for years but to no surprise Pike Place only one on tap any thing else  Pour Over Style. I would Bet they have a Ton of Pike place Beans to the Roof in a Warehouse that they have to use. I think for the price of cup of there coffee there should be a Selection of Coffee on Tap to Try .
nxUhvJm59UXw1EHBLCvKUg,1.0,2016-10-13 23:29:30,Horrible customer service. Major attitude problem. Been to many Starbucks in US and in other countries definitely do not follow the Starbucks great customer service model.
RVvpp4hXAKhUgFMJdu10ag,5.0,2015-05-12 16:29:43,"Busy location, slow stuff! Clean and always well stocked! Good drinks they cold be a little faster but I still love Starbucks !"
OHHpmUR6oyDl8tUBxeO5aw,5.0,2018-01-10 00:37:57,"Sarah is a great barista! She knees exactly what I meant when I said ""that's apple thing. The hot apple juice!"" (Caramel apple spice) This location is very clean, the staff is super friendly. My room mate who worked at Starbucks for several years says the same thing!"
Ve9ssts8_m52pDx2IykFBw,4.0,2015-05-20 01:17:26,This Starbucks is in a great location--right by the Southwest Airlines gates.  The service is fast and usually friendly.  They are often well stocked on baked goods and snacks.
TOoaf3xnc7EGI8VhDHt69w,2.0,2016-05-31 15:37:59,Everything is great except the A/C kicks at 10am to where it makes it too cold to hang out. It has been this way for months and I'm not sure why they don't change it. I would rate 5 stars if the A/C functioned properly. Please fix it.
1-ImElnM4mEF9xOGYv5CYQ,4.0,2015-01-18 15:10:21,"Tried a Flat White for the first time on the recommendation of a friend (Thanks Amy P!) The first location I went to said no, I couldn't because they were out of whole milk. This location though, they were more than happy to oblige. The service was quick and efficient. The barista was both bubbly and sweet as she made my drink order.   The drink itself was tasty, not sweet but rich on the tongue. Next time I get this, I'll see if they can add vanilla to it."
464p0CG_X5KE0DyAj8lleA,5.0,2015-12-21 01:58:38,This Starbucks always makes drinks correctly and the drive thru is fast... Even on busy mornings.
rRypyR30ErdKInuStnymRg,4.0,2013-11-15 00:57:08,"Strawberry smoothie, you are too good to me. If you're still okay with drinking cold drinks before work when it's 20 degrees outside, head to Starbucks.   The staff is friendly, the drinks are delicious (although they are overpriced) and all of the Christmas goodies inside are awesome.   Great place to relax or prep for a work day.   See you again soon Southport Starbucks!"
KYeyLrl9jEWDdlOBD-CMdw,1.0,2017-09-20 19:02:24,They charge $2 more for tomato mozzarella sandwich then the regular stand-alone Starbucks do.
bVxQ3mJ3Z2HyA6hY21XImA,1.0,2018-04-04 14:43:31,This Starbucks is struggling.  Understaffed and undertrained.  Avoid until they get it together
4yxok89XS_gyUPrUwD_h1w,3.0,2016-01-05 07:40:13,"I love Starbucks but not this location. The customer service was not up to par.  My friend and I came in to have a Passion Fruit Ice Tea and enjoy our time together. The barista was not helping to invoke the essence of Starbucks. He was rude while taking our orders and did not have a smile on his face whatsoever.  He seemed like he did not care to be there and just rolled his eyes whenever we had a question...not cool at all!  Once again, I love Starbucks they just need help being more friendly towards people."
LijfRSje13Mqvbn_HUihmQ,5.0,2018-12-20 23:07:04,"I know, this is just another old Starbucks however, the staff here is amazing! Super nice folks and very friendly. Not sure if the holiday season was affecting them but they were great! Olivia was making samples and asked which drink sounded best to try. I opted for the peppermint mocha. Long story short, the staff here is awesome. You will enjoy talking with them."
v67YFB8aGoSf9pc4CIgypA,5.0,2018-09-26 15:35:06,Great coffee and in a good location.  Come here regularly and the staff are always nice
irhJD0aNKOqLfGDdhVUFmQ,5.0,2014-12-16 15:00:30,Love love love coming in here on my most tired mornings to treat myself to the wonderful deliciousness of Starbucks. The staff always gets the order right each time I come in here.
Z1FSWTPFBGE_uM9kdt30AA,4.0,2015-04-28 23:10:44,"This is one of my favorite Starbucks locations - it's large, has ample indoor & outdoor seating, generally good customer service and delicious coffee.   I like that they always have nice displays of their coffee cups and other merchandise you can buy - I have purchased a few gifts for fellow coffee lovers here! Good place to study - with headphones on - and always love the free wifi!"
HKWocBIgsv9P3Q70jt68dQ,3.0,2013-03-21 16:13:58,"It's a Starbucks.  There isn't a whole lot of difference between them.    The coffees, especially the bold ones, are always good, hot, and somewhat overpriced.  The baristas are always very friendly but unhurried, and they no longer try to correct me when I ask for a large coffee."
ed069m6bq6lW6o52F37h1w,4.0,2013-01-28 20:50:15,"Having lived close by this location in my college years, I have a fondness to this Starbucks because of the memories, and will still stop by if I'm in the area. They have a decent drive-thru, and they make my latte right.   Apparently Starbucks has updated their oatmeal to stone rolled oats that aren't quite as good and the baristas are still working out the water ratio. My oatmeal was extremely watery on my last visit, and I tried to bring it back but the barista told me he put in the right amount, but I had to wait 5 minutes... OK, it had been at least 4 minutes, but to give him the benefit of the doubt  I waited another 5 minutes... still extremely watery.  I get that it's new, but I wish he would have just gotten me a new one instead of making me wait another 5 minutes. Oh well, my coffee was still good and I'll be back if I'm close by!"
HvHy3xYCnBvx_DXVjTG1qw,5.0,2015-11-19 23:08:33,"I'm never disappointed with my food here! love the Carmel macchiato, it's my go to drink!"
5ycLlVriKOIIR3xpRybmXw,5.0,2017-06-07 17:42:12,First time here he is so kind and explain really good and i love table and i also buy tea cuz I couldn't find it near my area so anyway happy to be here
ml2BvCiskWT35xwjEKdZJg,2.0,2019-02-10 02:19:59,Ewe!! Went for a night coffee. Paid $15 and did not get what I ordered. It was horrible. Won't be stopping at this one again!
15JJFM9r83MhSRLCy6djVA,4.0,2011-04-28 13:45:45,"All starbucks coffee and food is pretty much the same at every location, so this review is solely about the service which is TOP NOTCH.   I have been going to this Starbucks on average 3 times a week before work in the morning for the past 2 or 3 months. I always have the same baristas who are super friendly and genuienly nice. The service is incredibly fast too.   The only reason I am not giving them 5 stars is because they haven't learned my order or name yet. Every morning they still ask for my order along with my name to write on the cup. They recognize other customers, why not me?... I desperately yearn to be a ""regular."""
gdY0bkLKuxyZTZtnAjg9xA,3.0,2016-08-04 13:05:20,Always good service! Need plant-based food options (all locations). I have noticed much better snacks.
OJ53vMg2hoRbJrX9JNp6QQ,5.0,2016-09-07 04:41:43,"I always get some iced coffee that is very complicated, and they always get my drink right! They're fast and kind. Megan is my favorite barista, always taking care of me!"
rWY2NCj8Vu5Bi0Wqtx8_Tg,1.0,2016-12-20 02:32:11,"Just had an employee rather rudely get in my face about ""being there without having purchased anything"" when one of her coworkers had made my order about 30 minutes prior."
aFvrYjZa30qeQL8uN8SMXg,2.0,2016-01-04 20:00:56,"Meh, typical Starbucks with expensive coffee and great pastries.   I think the organization and distribution of drinks could be better. A bunch of us ended up standing at the end of the counter waiting for drinks that were just being placed in front of us with no names on cups or any idea of what was in said cups.   Overall, though, service was friendly. Interior is clean."
usgU9Z2G-ZgNjteS8uKyeA,5.0,2015-05-14 11:30:17,Yes. I am at it again. A day does not go by that I don't have my coffee from Starbucks. I come here so much be it through drive through or going in at the batista  knows exactly what I want and how I want it.  I couldn't ask for a better way to start my morning.   Although they are extremely busy in the morning the drive thru moves very fast and my coffee is always piping hot. To top it off the customer service is always good.  Thank you for the invention of coffee. Thank you for the invention of Starbucks!
7tgtnMXYOel_n2iwSqElJw,5.0,2018-04-05 05:25:43,"SUPER super friendly baristas :) The best peppermint mocha's in town and the drive thru is very fast, even in the busiest part of the morning! Definitely drive a bit out of my way to go to this particular store when I need a S'bucks!"
qgiGymsyaJMobFGs4trkIg,1.0,2014-10-09 21:00:48,"Okay, I am not one to flame a restaurant, first of all. But.. this is ridiculous. This is an establishment that serves food and drinks, and I have NEVER seen SO MANY FLIES and other bugs in a building since I once went horseback riding in 6th grade. Am I exaggerating? No. I am sitting here, right now, in fact, twitching every minutes when a fly lands on me. And it's not the same fly. After swatting four on my own, I gave up. FOUR. There is also a giant wasp-like insect about 5 feet from me.  Also, there was no toilet paper in the bathroom and I had to ask twice before they brought some. Again, if this was a stable, a meadow, or even a bookstore or a seedy bar, the bugs and lack of TP wouldn't bother me. But people are eating food and drinking drinks that have been exposed to some serious insects. And if these are just the bugs I see, I don't want to think about the bugs everywhere else. Seriously this is foul. Two flies attached to each other (mating? fighting?) just landed on my table. Whoa.  Also, I have had to pretty much assault my friend Brittany while trying to get some of the bugs off of her. Now I look like an asshole.  You might be asking, ""But Anna, why don't you just leave?"" Because traffic is about to get really bad, that's why.  Get it together Starbucks"
QQXBFndNj_ZxRza6qy9UuQ,2.0,2018-04-04 19:26:55,"The girl in the drive thru had an attitude with me when I asked about the puppy cup. She wasn't friendly at all. When I got the puppy cup it had one dollop of whip cream.... so then I ask if I could have some more and she barely gives me anything and says sure..like that's not cool. If it's such a problem and hassle I'll pay, that's not the issue. I go to this Starbucks all the time. I don't know what her issue is but she needs to fix it"
F0qE3nFa9h-BYzlLmuYlzg,5.0,2015-03-21 12:31:33,"Staff is friendly, bathrooms are clean. They put out FF milk, half and half and Whole Mike... For your beverages on the coffee bar. I'm finding most Starbucks don't do that any longer. A few groups meet here everyday. Its always a great place to start your day :)"
Y3D-nVdEzub8EwGGGXV-5w,5.0,2017-08-10 13:46:16,"This Starbucks is top notch. Some of the best baristas I've seen work. Not much seating inside but lots outside. This is a very popular place after school hours. Peak runs through 8am-11am and 3:30pm-5pm so if you want to have really quick service, go there between those times. Many regulars come to this Starbucks and you can see why, welcoming baristas, fast service, and always willing to remake something for you."
Kv_hgW-j2hRagpfds7088Q,1.0,2016-12-23 06:37:52,"I'm convinced that the people that work here just make whatever they think you should drink rather than what you actually order. I especially love when one certain condescending employee informs me that ""skim milk beverages do not come with whip"" after requesting no whip. Oh but it does...every.single.time. The other day, I ordered 3 items and every single item was either made incorrectly or completely the wrong thing.  Also, the drive thru....so slow. Glacial, even."
btKRLqMH1vHjn4t0-2_OmQ,5.0,2018-03-25 13:43:49,Really great coffee. My favorite is the classic grande iced coffee with almond milk and two sugars! Also really love the cake pops and little snack boxes.
VhRh2uShogT6y51J1LD0_A,3.0,2015-07-17 00:13:59,"They were nice and gave my sweet, little, 18lb baby a ""puppachino""   He looked like scaly wag when he got it all over his little pug face.   They were very polite, however dogs are not allowed. We had to eat it in the parking lot. While walking my sweet little pug friend, I couldn't help but notice the amount of cancer sticks thrown behind Starbucks landscaping. Shame on you Starbucks employees!!! Keep Southport beautiful!"
HIgPgCiAtgC0n93eg7fkQQ,5.0,2016-12-27 21:11:09,Ordered coffee on the mobile app as I was walking from the tattoo place on church street. The place was packed with people when I got there but no one was in line and right as I walked in the barista places my order on the counter. 5 stars for the speedy drink making. I can't rate the customer service since I didn't actually interact with anyone but I'm satisfied with not having to wait for my coffee.
stJKqg5cm3r6LyfwteIZCw,1.0,2015-12-23 15:21:32,Very disappointed. Order was incorrect & no one seemed interested in helping to correct the problem by refunding the overcharge.  Will avoid this location in the future.
9x8MYrwKvg1UK3CenT9msQ,2.0,2016-03-08 21:07:57,"I'm a pretty laid back guy, but I am big on manners and etiquette. When I asked the manager ""How's your day going?"", his response was, ""What can I get you?""  The young man also proceeded to call me ""dude"" multiple times, although this is a word I often use, it is definitely not appropriate for a customer you do not know. I still went back the next day to get some more work done, but found it impossible due to the overly loud, obnoxious conversation of the employees. I'm all for a fun work environment, but please respect your patrons. Nice enough people, they just need a course on social etiquette and treating customers with respect."
OR0JvXm9YoFhyKUTbZgilg,5.0,2013-01-29 14:21:28,"Another starbucks review but seriously, this place is awesome! I am an addict of the Doppio Espresso, and for some reason this place makes it that much stronger and appropriate. Especially over ice, they simply know the way I like it which is not filled to the brim with ICE.  Their services are impeccable, and speedy. Their layout is better than most starbucks in the sense that there is actual parking, and you don't have to fight through hordes of people waiting for coffee to get to a seat. A great relaxing place for a good cup of joe."
Suh_pXcTotfaM8wI0MbBKg,4.0,2016-06-24 04:04:24,What!? A Starbucks across from CC's?  And they are open till 9pm when CC's closes at 5? Interesting choice to make! The interior is beautiful and it seems there is an entrance from outside and also the lobby of the main building.  Great views of Poydras from the window and it looks like there is lots of seating.
GuAvJkpzeJ6O64IDEF2WNQ,2.0,2013-01-30 04:13:40,"When asked if they are a stand alone store, the gal had no idea.  How stupid can you get."
uLsgFiVJJ25kL210IZ_ubA,4.0,2016-07-15 21:29:03,Good Starbucks location and easy to get in and out of. This location has a larger front patio with plenty of outdoor seating  if you so choose.  The inside is also a good size. Friendly staff and I was in and out. Almost tempted to grab a glass of wine instead but stayed the course and went for s jolt.
rhls4gRWfAX91Wa3hrTjfA,5.0,2018-07-18 01:02:29,My go to Starbucks!!! Staff are friendly and know my cinnamon dolce latte obsession. Lol. I was annoyed when this place was closed for construction because there aren't any really near me other than this one besides the BHP one... and there's just too much traffic. Drive thru here can be slow but it's not usually a big deal since I stop after work. Can't wait for pumpkin spice to come back because I'm basic. Not sorry.
LdKW1lDlYoT9lmlr-UR3vw,1.0,2018-06-10 15:54:43,"This location drive thru is so slow, I've been waiting in line for ten minutes before is started writing this review. There are still two cars ahead of me..."
jqCKWfK4dcE4YC1T-ZjgzQ,5.0,2014-04-23 13:22:29,My go to spot for my caffeine fix. Great location because it's typically on my way to most places. Only bad thing is very little parking but I always do drive-thru. The drive-thru line moves along fairly quick so no big deal.
2ORKzUZSb21q9fP5ceNUpA,3.0,2013-09-06 12:46:11,"This Starbucks location is usually crowded and the crowds usually mean you're in for a long wait, unfortunately. The drinks come out a little bit more slowly here, and it's tough to get a table. The layout works well, but the place is small, so there's not a lot of seating.  What I can say, though, is that I am usually waited on with a smile and a nice ""how are you today"" which makes the waiting suck a little less. Nice staff, long waits adds up to an A-OK in my book."
-MZXc3ivSomsmEYZ_ziA6A,3.0,2011-04-26 02:56:26,"Obviously it's starbucks and obviously their products are the same everywhere so I won't say anything about what they have, rather, how they have it.  I've been here about a million times, it's close to school and my department frequents this location.  I give three stars because it seems that there is almost Always a line.  On occasion I have waited longer than felt necessary for a drink, and I have been there at least three times when they were out of vanilla syrup.  How the heck does starbucks run out of vanilla syrup??  Anyways,  they have a great outdoor seating section, one of the best in my opinion, and the workers are normally very nice."
6EpbzgGHf9ql0W2qN6Rxhw,1.0,2015-12-07 19:13:44,5 people taking orders no one making coffee.  Waited 10 min and my coffee cup with my name on it still sat!  I don't have time to wait 10 min for a 5$ coffee!!!   Worst Starbucks ever!!!  Seemed cooperate was sitting around watching this all happen. Never again.
j2vnIcGMTjoKX6-CR513iw,1.0,2017-04-19 15:55:19,Jerk behind the counter gave me a cup with a mangled lip that he knew would leak. Which it did. Free coffee replacement won't pay for a $50 shirt with coffee stains.
BsqZBL9_KXv-9HFvamDYBg,1.0,2014-11-16 22:31:28,"Worst service I've ever received from a starbucks. They had four employees ""working"" while most of them were standing around while there's was eight people waiting for there drinks. The manager on duty or supervisor didn't seem to have any sense of urgency on getting the drinks made  and neither did the employees. Terrible experience and even worse service"
S5k61WbuGa100QMfHMo4YA,1.0,2015-09-12 19:02:01,I think they must have several new people. A young girl dumped a coffee down the side of my white car with barely an apology.  And what the heck is going on with the drive through wait time?? I was trapped in the drive through for at least 30 minutes. Unbelievable.
lMWIBmPZ-aVJqb7unm8MFA,2.0,2018-02-12 23:16:36,"OMG coffee machines are broken at Starbucks and on Mardi Gras cold weekend!!! Unbelievable at least they could have put a sign at the front door stating so!!! We were told at the register after we waited almost 25 minutes to order and no coffee!! Gave them a 2 cause no signs posted that machine news were down and coffee is not good at all. They are making drip coffee and putting a filter over your cup and pouring hot water, not a great coffee as it tasted like cigarette, weird flavor."
evdduPv3VtAfc0yU43K_fA,3.0,2017-06-18 19:14:20,"Setting aside my expectations of a barista greeting me & being able to take my order pretty quickly, I'm hopefully optimistic.  So, the shift manager was on the phone when I walked in - didn't acknowledge me. One other barista is working drive thru - not tons of cars in line (1or2), but engaged. Looks like another barista may be coming on.  Okay, so I'll just order on the app & see what happens?  Two other customers came in & ordered after me. Manager finished the call & took an order - boom delivered. Next order delivered.  Don't see my order at pick up, guess I'll get off here and go check in. Not the best SBucks in town. Oh wait, my name was just called - received my drink, but I'm thinking I may have to ask for my bakery item, hmm, yeah the barista is helping a new customer now.  The kid that just came on and is taking over the DThru seems pretty sharp. Shift manager is tag-teaming the order for the new customer, I think? Another customer has come in - maybe four min ago - not acknowledged until the barista was ready to take the order.  Man, I want my bakery item ... lots of gnats where I'm standing btw. Latest customer (a new one) doesn't look to pleased?  Oh, just got asked if I was waiting on another mobile order - gonna get my bakery item, yes!  Got it, oh & the barista apologized for the wait (that's what I'm taking about, a little acknowledgment goes a long way). Ah, Just realize the shift manager was making a big ole fancy drink just before announcing ""see you after my 10 min break"".  I'll give another star - I don't like complaining. Just wish I could have been greeted with a ""hi or hello or good afternoon"" maybe a ""we'll be right with you."" Just a side note - no napkins, tables are dirty. I'm thinking this could be a fantastic SBucks w/a little better management & a lot of hard work. Realize this is more a play by play/commentary, not done many reviews. Thanks for letting me vent. I'll be back. I'm a sucker. Plus, maybe I could be an encouragement, maybe help somehow & right?"
QpJ1dBfgDxD1zM9bK83sJA,5.0,2015-11-22 16:09:24,On my way to a bowling tournament. This looked like a nice one to stop at.   Drive through on a Sunday morning is pretty quick. Staff is very friendly here.
_y53XKIshuDvQ1SxiszUeg,1.0,2017-07-31 03:53:37,"This is the worst Starbucks location I have ever been at! It's the closest Starbucks to my house so normally I do go there. However, 90% of the time, my orders are wrong, ( all i EVER order is black coffee with heavy cream on a side, how can you mess it up? ) have a bunch of employees working, but even with only few people in line I managed to wait at least 10 minutes.....Last time I went I waited at least 5 minutes, being the only customer, 5 employees were present  and no one even acknowledge that I was there by at least saying        "" Will be with you soon as we can"". Nada!"
l_qibpGvBNZIPiua0fXJdA,2.0,2018-06-28 20:53:25,"My husband and I are frequent customers of this Starbucks location because we live nearby to it. We typically drink Starbucks anywhere we go due to the fact that they offer the specialty coffee drinks and we run into little to no problems when ordering. Unfortunately at this location, more often than not, we have to send the drink back because it's missing something we asked for. This is alarming because what if someone who was ordering a specialty drink made a certain way due to health issues such as diabetes and their request for sugar free sweetener was ignored? I've never ran into this issue so much at any other location that we have ordered from and hopefully the next time a barista repeats the order back, they actually make it the way they are saying it."
AMV1uy1KkH4QeBnTgWCzyg,4.0,2016-02-15 14:43:30,Long drive-thru time but I am not going to blame the workers.  I am going to blame the company for selling food that requires heating.  The person who took my order was super pleasant and my coffee was hot and exactly as ordered.  I've never had a bad beverage from this location....just don't go if you're in a hurry.
HUKt6VacVDVIz6aHLcYFow,2.0,2018-02-13 13:54:01,On Fat Tuesday you have a staff of 5. Are you serious?  You are on one of the most popular corner Poydras and St. Charles day of Mardi Gras and you don't properly staff your location. Come on Starbucks. They have one person on the register and on guy who looks like he is trying to look busy so he doesn't have to do work. This is ridiculous.   The staff is moving slow as turtles no smiles no hi how are you. Heads down they have one door open and the line is out if the door. The only good thing was I got bathroom tickets. DO BETTER
kSbZOx0UiP5opx9t3wn0qg,3.0,2015-12-30 20:37:29,"This place is down the street from my house, so I got there often since my bus stop is also around the corner.  Usually very busy, so there is a bit of a wait.  I've never had an issue with staff. I actually like a few of them.  I think the location is a bit inconvenient, because it's hard to get in and out of the parking lot, if you drive.  There's also two parking spots on the side that are a bit dangerous since you have to back out into a busy street corner where traffic can turn, so I would never drive there."
17rtmoWnUoKYtc6IGz2zOA,2.0,2017-02-11 23:46:11,The dirtiest Starbucks I've ever been in. They do seem super busy so hoping that they were just understaffed today.
JHlC1TR7n-pDaNkjQb7jdA,5.0,2017-08-09 11:38:02,"Wonderful staff here really make the visit every time. The coffee and goodies are consistently good, and the design and layout of this particular franchise are very nice.   But for me, their staff make this a 5 star experience. Friendly, knowledgeable and willing to go out of their way to make sure the customer has a great experience."
2UcL0X_5ONMjEpfvX6hqyQ,5.0,2020-05-06 21:47:54,"The streets of Santa Barbara are almost empty, but this Starbucks is open for take away service.  So glad that they can work during these scary times. Super Friendly and nice!!! Just make me feel good. Thank you for that amazing service, great staff"
YX98qvqpJS1_G_ioNGNDjA,3.0,2017-02-13 16:54:15,"Went to this Starbucks today, first visit. Everything ok.  One of their smaller facilities, but enough space where you could sit and do work on a laptop."
